N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Red de empresa eléctrica (servicio público),NÚMERO DE VIVIENDAS | 2012 | Motor propio,NÚMERO DE VIVIENDAS | 2012 | Panel solar,NÚMERO DE VIVIENDAS | 2012 | Otra,NÚMERO DE VIVIENDAS | 2012 | No tiene,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Servicio público de energía eléctrica,NÚMERO DE VIVIENDAS | 2024 | Motor propio,NÚMERO DE VIVIENDAS | 2024 | Panel solar,NÚMERO DE VIVIENDAS | 2024 | Otra,NÚMERO DE VIVIENDAS | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Red de empresa eléctrica (servicio público),DISTRIBUCIÓN PORCENTUAL | 2012 | Motor propio,DISTRIBUCIÓN PORCENTUAL | 2012 | Panel solar,DISTRIBUCIÓN PORCENTUAL | 2012 | Otra,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Servicio público de energía eléctrica,DISTRIBUCIÓN PORCENTUAL | 2024 | Motor propio,DISTRIBUCIÓN PORCENTUAL | 2024 | Panel solar,DISTRIBUCIÓN PORCENTUAL | 2024 | Otra,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
1,País,,,,Bolivia,2803982,2225608,25971,31544,24196,496663,3623711,3130729,28409,60548,22891,381134,79.3731201,0.9262185,1.1249716,0.8629157,17.7127742,86.395659,0.7839753,1.6708838,0.6317005,10.5177814
2,País,,,,Urbana,1826480,1735974,3985,539,4906,81076,2386919,2310079,7549,5522,8444,55325,95.0447856,0.2181792,0.0295103,0.2686041,4.4389208,96.7807873,0.3162654,0.2313443,0.3537615,2.3178415
3,País,,,,Rural,977502,489634,21986,31005,19290,415587,1236792,820650,20860,55026,14447,325809,50.0903323,2.2492026,3.1718605,1.9733975,42.5152071,66.3531135,1.6866215,4.4490909,1.1681026,26.3430714
4,Departamento,Chuquisaca,,,Chuquisaca,150081,97479,807,3867,1643,46285,184969,154447,721,4370,691,24740,64.9509265,0.5377096,2.5766086,1.0947422,30.8400131,83.4988566,0.389795,2.3625581,0.3735761,13.3752142
5,Departamento,Chuquisaca,,,Urbana,74401,71734,172,22,185,2288,102961,100992,405,106,184,1274,96.4153708,0.2311797,0.0295695,0.2486526,3.0752275,98.0876254,0.3933528,0.1029516,0.1787084,1.2373617
6,Departamento,Chuquisaca,,,Rural,75680,25745,635,3845,1458,43997,82008,53455,316,4264,507,23466,34.0182347,0.8390592,5.0806025,1.9265328,58.1355708,65.1826651,0.3853283,5.1994927,0.6182324,28.6142815
7,Provincia,Chuquisaca,Oropeza,,Oropeza,77255,66651,182,126,408,9888,100241,93304,430,267,247,5993,86.2740276,0.2355835,0.1630962,0.5281212,12.7991716,93.079678,0.4289662,0.2663581,0.2464062,5.9785916
8,Provincia,Chuquisaca,Oropeza,,Urbana,63108,61180,141,14,140,1633,84913,83445,374,69,137,888,96.9449198,0.2234265,0.0221842,0.2218419,2.5876276,98.2711717,0.4404508,0.0812596,0.1613416,1.0457763
9,Provincia,Chuquisaca,Oropeza,,Rural,14147,5471,41,112,268,8255,15328,9859,56,198,110,5105,38.6725101,0.2898141,0.7916873,1.8943946,58.351594,64.3201983,0.3653445,1.2917537,0.7176409,33.3050626
10,Municipio/TIOC,Chuquisaca,Oropeza,Sucre,Sucre,69949,64063,160,40,335,5351,92531,88605,409,164,192,3161,91.5852979,0.2287381,0.0571845,0.4789204,7.6498592,95.7570976,0.442014,0.1772379,0.207498,3.4161524
11,Municipio/TIOC,Chuquisaca,Oropeza,Sucre,Urbana,63108,61180,141,14,140,1633,84913,83445,374,69,137,888,96.9449198,0.2234265,0.0221842,0.2218419,2.5876276,98.2711717,0.4404508,0.0812596,0.1613416,1.0457763
12,Municipio/TIOC,Chuquisaca,Oropeza,Sucre,Rural,6841,2883,19,26,195,3718,7618,5160,35,95,55,2273,42.1429616,0.2777372,0.3800614,2.8504605,54.3487794,67.7343135,0.4594382,1.2470465,0.7219743,29.8372276
13,Municipio/TIOC,Chuquisaca,Oropeza,Yotala,Yotala,2646,1994,3,10,17,622,3056,2645,16,33,11,351,75.3590325,0.1133787,0.3779289,0.6424792,23.5071807,86.5510471,0.5235602,1.0798429,0.3599476,11.4856021
14,Municipio/TIOC,Chuquisaca,Oropeza,Yotala,Urbana,,,,,,,,,,,,,,,,,,,,,,
15,Municipio/TIOC,Chuquisaca,Oropeza,Yotala,Rural,2646,1994,3,10,17,622,3056,2645,16,33,11,351,75.3590325,0.1133787,0.3779289,0.6424792,23.5071807,86.5510471,0.5235602,1.0798429,0.3599476,11.4856021
16,Municipio/TIOC,Chuquisaca,Oropeza,Poroma,Poroma,4660,594,19,76,56,3915,4654,2054,5,70,44,2481,12.7467811,0.4077253,1.6309013,1.2017167,84.0128755,44.1340782,0.1074345,1.5040825,0.9454233,53.3089815
17,Municipio/TIOC,Chuquisaca,Oropeza,Poroma,Urbana,,,,,,,,,,,,,,,,,,,,,,
18,Municipio/TIOC,Chuquisaca,Oropeza,Poroma,Rural,4660,594,19,76,56,3915,4654,2054,5,70,44,2481,12.7467811,0.4077253,1.6309013,1.2017167,84.0128755,44.1340782,0.1074345,1.5040825,0.9454233,53.3089815
19,Provincia,Chuquisaca,Azurduy,,Azurduy,5956,1176,47,146,269,4318,7048,4142,17,261,77,2551,19.7447952,0.7891202,2.4513096,4.516454,72.498321,58.7684449,0.2412032,3.7031782,1.0925085,36.1946652
20,Provincia,Chuquisaca,Azurduy,,Urbana,,,,,,,,,,,,,,,,,,,,,,
21,Provincia,Chuquisaca,Azurduy,,Rural,5956,1176,47,146,269,4318,7048,4142,17,261,77,2551,19.7447952,0.7891202,2.4513096,4.516454,72.498321,58.7684449,0.2412032,3.7031782,1.0925085,36.1946652
22,Municipio/TIOC,Chuquisaca,Azurduy,Azurduy,Azurduy,2538,368,15,105,11,2039,2450,1171,8,173,3,1095,14.499606,0.5910165,4.1371158,0.4334121,80.3388495,47.7959184,0.3265306,7.0612245,0.122449,44.6938776
23,Municipio/TIOC,Chuquisaca,Azurduy,Azurduy,Urbana,,,,,,,,,,,,,,,,,,,,,,
24,Municipio/TIOC,Chuquisaca,Azurduy,Azurduy,Rural,2538,368,15,105,11,2039,2450,1171,8,173,3,1095,14.499606,0.5910165,4.1371158,0.4334121,80.3388495,47.7959184,0.3265306,7.0612245,0.122449,44.6938776
25,Municipio/TIOC,Chuquisaca,Azurduy,Tarvita,Tarvita,3418,808,32,41,258,2279,4598,2971,9,88,74,1456,23.6395553,0.93622,1.1995319,7.5482738,66.676419,64.61505,0.1957373,1.9138756,1.6093954,31.6659417
26,Municipio/TIOC,Chuquisaca,Azurduy,Tarvita,Urbana,,,,,,,,,,,,,,,,,,,,,,
27,Municipio/TIOC,Chuquisaca,Azurduy,Tarvita,Rural,3418,808,32,41,258,2279,4598,2971,9,88,74,1456,23.6395553,0.93622,1.1995319,7.5482738,66.676419,64.61505,0.1957373,1.9138756,1.6093954,31.6659417
28,Provincia,Chuquisaca,Zudáñez,,Zudáñez,9116,3878,42,302,241,4653,11636,8057,19,790,63,2707,42.540588,0.4607284,3.3128565,2.6437034,51.0421237,69.2420076,0.1632864,6.7892747,0.5414232,23.2640083
29,Provincia,Chuquisaca,Zudáñez,,Urbana,1385,1224,8,3,6,144,2686,2615,3,5,8,55,88.3754513,0.5776173,0.2166065,0.433213,10.3971119,97.3566642,0.1116902,0.1861504,0.2978407,2.0476545
30,Provincia,Chuquisaca,Zudáñez,,Rural,7731,2654,34,299,235,4509,8950,5442,16,785,55,2652,34.3293235,0.4397879,3.8675462,3.0397103,58.3236321,60.8044693,0.1787709,8.7709497,0.6145251,29.6312849
31,Municipio/TIOC,Chuquisaca,Zudáñez,Zudáñez,Zudáñez,2586,1186,7,28,47,1318,3187,2361,7,343,3,473,45.8623357,0.2706883,1.0827533,1.8174787,50.966744,74.082209,0.2196423,10.7624725,0.0941324,14.8415438
32,Municipio/TIOC,Chuquisaca,Zudáñez,Zudáñez,Urbana,825,754,3,1,3,64,1220,1195,0,4,1,20,91.3939394,0.3636364,0.1212121,0.3636364,7.7575758,97.9508197,0,0.3278689,0.0819672,1.6393443
33,Municipio/TIOC,Chuquisaca,Zudáñez,Zudáñez,Rural,1761,432,4,27,44,1254,1967,1166,7,339,2,453,24.5315162,0.2271437,1.5332198,2.4985804,71.20954,59.2780885,0.3558719,17.2343671,0.1016777,23.0299949
34,Municipio/TIOC,Chuquisaca,Zudáñez,Presto,Presto,2717,896,25,31,85,1680,3271,2076,7,256,23,909,32.9775488,0.9201325,1.1409643,3.1284505,61.8329039,63.4668297,0.2140018,7.8263528,0.7031489,27.7896668
35,Municipio/TIOC,Chuquisaca,Zudáñez,Presto,Urbana,560,470,5,2,3,80,609,583,2,0,2,22,83.9285714,0.8928571,0.3571429,0.5357143,14.2857143,95.7307061,0.3284072,0,0.3284072,3.6124795
36,Municipio/TIOC,Chuquisaca,Zudáñez,Presto,Rural,2157,426,20,29,82,1600,2662,1493,5,256,21,887,19.7496523,0.9272137,1.3444599,3.8015763,74.1770978,56.0856499,0.1878287,9.6168295,0.7888805,33.3208114
37,Municipio/TIOC,Chuquisaca,Zudáñez,Mojocoya,Mojocoya,1982,884,6,238,16,838,2543,1871,5,94,21,552,44.6014127,0.3027245,12.0080727,0.8072654,42.2805247,73.5745183,0.1966182,3.6964215,0.8257963,21.7066457
38,Municipio/TIOC,Chuquisaca,Zudáñez,Mojocoya,Urbana,,,,,,,857,837,1,1,5,13,,,,,,97.6662777,0.1166861,0.1166861,0.5834306,1.5169195
39,Municipio/TIOC,Chuquisaca,Zudáñez,Mojocoya,Rural,1982,884,6,238,16,838,1686,1034,4,93,16,539,44.6014127,0.3027245,12.0080727,0.8072654,42.2805247,61.3285884,0.2372479,5.5160142,0.9489917,31.9691578
40,Municipio/TIOC,Chuquisaca,Zudáñez,Icla,Icla,1831,912,4,5,93,817,2635,1749,0,97,16,773,49.8088476,0.2184599,0.2730748,5.0791917,44.620426,66.3757116,0,3.6812144,0.6072106,29.3358634
41,Municipio/TIOC,Chuquisaca,Zudáñez,Icla,Urbana,,,,,,,,,,,,,,,,,,,,,,
42,Municipio/TIOC,Chuquisaca,Zudáñez,Icla,Rural,1831,912,4,5,93,817,2635,1749,0,97,16,773,49.8088476,0.2184599,0.2730748,5.0791917,44.620426,66.3757116,0,3.6812144,0.6072106,29.3358634
43,Provincia,Chuquisaca,Tomina,,Tomina,9217,3726,104,309,122,4956,10144,7733,20,358,17,2016,40.4253011,1.1283498,3.3525008,1.3236411,53.7702072,76.2322555,0.1971609,3.5291798,0.1675868,19.873817
44,Provincia,Chuquisaca,Tomina,,Urbana,1590,1473,3,1,21,92,2053,2021,1,1,4,26,92.6415094,0.1886792,0.0628931,1.3207547,5.7861635,98.4413054,0.0487092,0.0487092,0.1948368,1.2664394
45,Provincia,Chuquisaca,Tomina,,Rural,7627,2253,101,308,101,4864,8091,5712,19,357,13,1990,29.5397928,1.3242428,4.038285,1.3242428,63.7734365,70.5969596,0.2348288,4.41231,0.1606724,24.5952293
46,Municipio/TIOC,Chuquisaca,Tomina,Padilla,Padilla,2810,1136,21,227,32,1394,3186,2348,9,198,9,622,40.4270463,0.747331,8.0782918,1.13879,49.6085409,73.6974262,0.2824859,6.2146893,0.2824859,19.5229127
47,Municipio/TIOC,Chuquisaca,Tomina,Padilla,Urbana,986,918,1,1,4,62,1489,1467,1,1,4,16,93.1034483,0.1014199,0.1014199,0.4056795,6.2880325,98.5224983,0.0671592,0.0671592,0.2686367,1.0745467
48,Municipio/TIOC,Chuquisaca,Tomina,Padilla,Rural,1824,218,20,226,28,1332,1697,881,8,197,5,606,11.9517544,1.0964912,12.3903509,1.5350877,73.0263158,51.9151444,0.4714202,11.6087213,0.2946376,35.7100766
49,Municipio/TIOC,Chuquisaca,Tomina,Tomina,Tomina,2113,993,17,5,63,1035,2243,1882,2,112,1,246,46.9947941,0.8045433,0.2366304,2.9815428,48.9824894,83.9054837,0.0891663,4.9933125,0.0445831,10.9674543
50,Municipio/TIOC,Chuquisaca,Tomina,Tomina,Urbana,,,,,,,564,554,0,0,0,10,,,,,,98.2269504,0,0,0,1.7730496
51,Municipio/TIOC,Chuquisaca,Tomina,Tomina,Rural,2113,993,17,5,63,1035,1679,1328,2,112,1,236,46.9947941,0.8045433,0.2366304,2.9815428,48.9824894,79.0946992,0.1191185,6.6706373,0.0595593,14.0559857
52,Municipio/TIOC,Chuquisaca,Tomina,Sopachuy,Sopachuy,2010,741,24,16,19,1210,2087,1379,8,13,1,686,36.8656716,1.1940299,0.7960199,0.9452736,60.199005,66.0757068,0.3833253,0.6229037,0.0479157,32.8701485
53,Municipio/TIOC,Chuquisaca,Tomina,Sopachuy,Urbana,604,555,2,0,17,30,,,,,,,91.8874172,0.3311258,0,2.8145695,4.9668874,,,,,
54,Municipio/TIOC,Chuquisaca,Tomina,Sopachuy,Rural,1406,186,22,16,2,1180,2087,1379,8,13,1,686,13.2290185,1.5647226,1.1379801,0.1422475,83.9260313,66.0757068,0.3833253,0.6229037,0.0479157,32.8701485
55,Municipio/TIOC,Chuquisaca,Tomina,Alcalá,Alcalá,1072,524,4,17,0,527,1189,1083,0,5,1,100,48.880597,0.3731343,1.5858209,0,49.1604478,91.0849453,0,0.4205214,0.0841043,8.4104289
56,Municipio/TIOC,Chuquisaca,Tomina,Alcalá,Urbana,,,,,,,,,,,,,,,,,,,,,,
57,Municipio/TIOC,Chuquisaca,Tomina,Alcalá,Rural,1072,524,4,17,0,527,1189,1083,0,5,1,100,48.880597,0.3731343,1.5858209,0,49.1604478,91.0849453,0,0.4205214,0.0841043,8.4104289
58,Municipio/TIOC,Chuquisaca,Tomina,El Villar,El Villar,1212,332,38,44,8,790,1439,1041,1,30,5,362,27.3927393,3.1353135,3.630363,0.660066,65.1815182,72.3419041,0.0694927,2.0847811,0.3474635,25.1563586
59,Municipio/TIOC,Chuquisaca,Tomina,El Villar,Urbana,,,,,,,,,,,,,,,,,,,,,,
60,Municipio/TIOC,Chuquisaca,Tomina,El Villar,Rural,1212,332,38,44,8,790,1439,1041,1,30,5,362,27.3927393,3.1353135,3.630363,0.660066,65.1815182,72.3419041,0.0694927,2.0847811,0.3474635,25.1563586
61,Provincia,Chuquisaca,Hernando Siles,,Hernando Siles,8158,4434,107,546,107,2964,10043,8093,46,464,49,1391,54.3515568,1.311596,6.6928169,1.311596,36.3324344,80.583491,0.4580305,4.6201334,0.487902,13.8504431
62,Provincia,Chuquisaca,Hernando Siles,,Urbana,2765,2658,4,0,7,96,4068,3987,12,7,9,53,96.1301989,0.1446655,0,0.2531646,3.4719711,98.0088496,0.2949853,0.1720747,0.2212389,1.3028515
63,Provincia,Chuquisaca,Hernando Siles,,Rural,5393,1776,103,546,100,2868,5975,4106,34,457,40,1338,32.931578,1.9098832,10.1242351,1.8542555,53.1800482,68.7196653,0.5690377,7.6485356,0.6694561,22.3933054
64,Municipio/TIOC,Chuquisaca,Hernando Siles,Monteagudo,Monteagudo,6079,3703,38,374,26,1938,7742,6320,33,347,38,1004,60.9146241,0.6251028,6.1523277,0.4277019,31.8802435,81.6326531,0.4262464,4.482046,0.4908292,12.9682253
65,Municipio/TIOC,Chuquisaca,Hernando Siles,Monteagudo,Urbana,2765,2658,4,0,7,96,4068,3987,12,7,9,53,96.1301989,0.1446655,0,0.2531646,3.4719711,98.0088496,0.2949853,0.1720747,0.2212389,1.3028515
66,Municipio/TIOC,Chuquisaca,Hernando Siles,Monteagudo,Rural,3314,1045,34,374,19,1842,3674,2333,21,340,29,951,31.5328908,1.0259505,11.2854556,0.5733253,55.5823778,63.5002722,0.5715841,9.2542188,0.7893304,25.8845944
67,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Huacareta,2079,731,69,172,81,1026,2301,1773,13,117,11,387,35.1611352,3.3189033,8.2732083,3.8961039,49.3506494,77.053455,0.5649718,5.0847458,0.478053,16.8187744
68,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Urbana,,,,,,,,,,,,,,,,,,,,,,
69,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Rural,2079,731,69,172,81,1026,2301,1773,13,117,11,387,35.1611352,3.3189033,8.2732083,3.8961039,49.3506494,77.053455,0.5649718,5.0847458,0.478053,16.8187744
70,Provincia,Chuquisaca,Yamparáez,,Yamparáez,7336,3507,39,146,73,3571,7348,5839,40,149,66,1254,47.8053435,0.5316249,1.9901854,0.9950927,48.6777535,79.4637997,0.5443658,2.0277627,0.8982036,17.0658683
71,Provincia,Chuquisaca,Yamparáez,,Urbana,781,709,1,0,2,69,913,842,1,0,9,61,90.7810499,0.128041,0,0.2560819,8.8348271,92.2234392,0.109529,0,0.9857612,6.6812705
72,Provincia,Chuquisaca,Yamparáez,,Rural,6555,2798,38,146,71,3502,6435,4997,39,149,57,1193,42.6849733,0.5797101,2.2273074,1.0831426,53.4248665,77.6534577,0.6060606,2.3154623,0.8857809,18.5392385
73,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Tarabuco,4386,2090,12,131,35,2118,4279,3402,32,72,39,734,47.6516188,0.2735978,2.9867761,0.7979936,48.2900137,79.5045571,0.7478383,1.6826361,0.9114279,17.1535405
74,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Urbana,781,709,1,0,2,69,913,842,1,0,9,61,90.7810499,0.128041,0,0.2560819,8.8348271,92.2234392,0.109529,0,0.9857612,6.6812705
75,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Rural,3605,1381,11,131,33,2049,3366,2560,31,72,30,673,38.3079057,0.3051318,3.6338419,0.9153953,56.8377254,76.0546643,0.9209745,2.1390374,0.8912656,19.9940582
76,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Yamparáez,2950,1417,27,15,38,1453,3069,2437,8,77,27,520,48.0338983,0.9152542,0.5084746,1.2881356,49.2542373,79.406973,0.2606712,2.5089606,0.8797654,16.9436298
77,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Urbana,,,,,,,,,,,,,,,,,,,,,,
78,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Rural,2950,1417,27,15,38,1453,3069,2437,8,77,27,520,48.0338983,0.9152542,0.5084746,1.2881356,49.2542373,79.406973,0.2606712,2.5089606,0.8797654,16.9436298
79,Provincia,Chuquisaca,Nor Cinti,,Nor Cinti,18587,7497,140,815,264,9871,21769,15170,50,975,97,5477,40.3346425,0.7532146,4.3847851,1.4203476,53.1070103,69.6862511,0.2296844,4.4788461,0.4455878,25.1596307
80,Provincia,Chuquisaca,Nor Cinti,,Urbana,2069,1925,3,0,6,135,4332,4185,9,18,13,107,93.040116,0.1449976,0,0.2899952,6.5248913,96.6066482,0.2077562,0.4155125,0.3000923,2.4699908
81,Provincia,Chuquisaca,Nor Cinti,,Rural,16518,5572,137,815,258,9736,17437,10985,41,957,84,5370,33.7328974,0.8293982,4.9340114,1.5619324,58.9417605,62.9982222,0.2351322,5.4883294,0.4817342,30.796582
82,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Camargo,4325,2941,20,35,33,1296,5047,4300,14,59,15,659,68,0.4624277,0.8092486,0.7630058,29.9653179,85.1991282,0.2773925,1.1690113,0.2972063,13.0572617
83,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Urbana,1492,1463,2,0,2,25,1817,1795,9,0,2,11,98.0563003,0.1340483,0,0.1340483,1.6756032,98.789213,0.495322,0,0.1100715,0.6053935
84,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Rural,2833,1478,18,35,31,1271,3230,2505,5,59,13,648,52.1708436,0.6353689,1.2354395,1.0942464,44.8641017,77.5541796,0.1547988,1.8266254,0.4024768,20.0619195
85,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,San Lucas,8008,2606,55,628,185,4534,8651,6050,18,435,44,2104,32.5424575,0.6868132,7.8421578,2.3101898,56.6183816,69.9341117,0.2080684,5.0283204,0.5086117,24.3208878
86,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,Urbana,,,,,,,990,956,0,3,4,27,,,,,,96.5656566,0,0.3030303,0.4040404,2.7272727
87,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,Rural,8008,2606,55,628,185,4534,7661,5094,18,432,40,2077,32.5424575,0.6868132,7.8421578,2.3101898,56.6183816,66.492625,0.2349563,5.6389505,0.522125,27.1113432
88,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Incahuasi,2779,746,41,84,17,1891,4071,2006,12,381,33,1639,26.8441886,1.4753508,3.02267,0.6117308,68.0460597,49.2753623,0.2947679,9.3588799,0.8106116,40.2603783
89,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Urbana,,,,,,,700,627,0,12,5,56,,,,,,89.5714286,0,1.7142857,0.7142857,8
90,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Rural,2779,746,41,84,17,1891,3371,1379,12,369,28,1583,26.8441886,1.4753508,3.02267,0.6117308,68.0460597,40.9077425,0.3559775,10.9463067,0.8306141,46.9593592
91,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Villa Charcas,3475,1204,24,68,29,2150,4000,2814,6,100,5,1075,34.647482,0.6906475,1.9568345,0.8345324,61.8705036,70.35,0.15,2.5,0.125,26.875
92,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Urbana,577,462,1,0,4,110,825,807,0,3,2,13,80.0693241,0.1733102,0,0.6932409,19.0641248,97.8181818,0,0.3636364,0.2424242,1.5757576
93,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Rural,2898,742,23,68,25,2040,3175,2007,6,97,3,1062,25.6038647,0.7936508,2.3464458,0.8626639,70.3933747,63.2125984,0.1889764,3.0551181,0.0944882,33.4488189
94,Provincia,Chuquisaca,Belisario Boeto,,Belisario Boeto,3196,1730,5,203,35,1223,3187,2673,2,75,4,433,54.1301627,0.1564456,6.3516896,1.0951189,38.2665832,83.8719799,0.0627549,2.3533103,0.1255099,13.5864449
95,Provincia,Chuquisaca,Belisario Boeto,,Urbana,1035,1000,2,2,1,30,1189,1180,0,1,0,8,96.6183575,0.1932367,0.1932367,0.0966184,2.8985507,99.2430614,0,0.0841043,0,0.6728343
96,Provincia,Chuquisaca,Belisario Boeto,,Rural,2161,730,3,201,34,1193,1998,1493,2,74,4,425,33.7806571,0.1388246,9.3012494,1.5733457,55.2059232,74.7247247,0.1001001,3.7037037,0.2002002,21.2712713
97,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Villa Serrano,3196,1730,5,203,35,1223,3187,2673,2,75,4,433,54.1301627,0.1564456,6.3516896,1.0951189,38.2665832,83.8719799,0.0627549,2.3533103,0.1255099,13.5864449
98,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Urbana,1035,1000,2,2,1,30,1189,1180,0,1,0,8,96.6183575,0.1932367,0.1932367,0.0966184,2.8985507,99.2430614,0,0.0841043,0,0.6728343
99,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Rural,2161,730,3,201,34,1193,1998,1493,2,74,4,425,33.7806571,0.1388246,9.3012494,1.5733457,55.2059232,74.7247247,0.1001001,3.7037037,0.2002002,21.2712713
100,Provincia,Chuquisaca,Sud Cinti,,Sud Cinti,6374,2653,48,796,30,2847,7311,5002,34,524,35,1716,41.6222152,0.7530593,12.4882334,0.4706621,44.6658299,68.4174532,0.4650527,7.1672822,0.4787307,23.4714813
101,Provincia,Chuquisaca,Sud Cinti,,Urbana,736,668,1,1,1,65,1645,1569,3,4,3,66,90.7608696,0.1358696,0.1358696,0.1358696,8.8315217,95.3799392,0.1823708,0.2431611,0.1823708,4.0121581
102,Provincia,Chuquisaca,Sud Cinti,,Rural,5638,1985,47,795,29,2782,5666,3433,31,520,32,1650,35.2075204,0.8336289,14.1007449,0.5143668,49.3437389,60.5894811,0.5471232,9.1775503,0.5647723,29.1210731
103,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Villa Abecia,965,431,2,7,2,523,1371,1145,3,22,2,199,44.6632124,0.2072539,0.7253886,0.2072539,54.1968912,83.515682,0.2188184,1.6046681,0.1458789,14.5149526
104,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Urbana,,,,,,,567,548,1,2,2,14,,,,,,96.64903,0.1763668,0.3527337,0.3527337,2.4691358
105,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Rural,965,431,2,7,2,523,804,597,2,20,0,185,44.6632124,0.2072539,0.7253886,0.2072539,54.1968912,74.2537313,0.2487562,2.4875622,0,23.0099502
106,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Culpina,4347,1639,24,758,24,1902,4660,2747,8,485,29,1391,37.7041638,0.5521049,17.4373131,0.5521049,43.7543133,58.9484979,0.1716738,10.4077253,0.6223176,29.8497854
107,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Urbana,736,668,1,1,1,65,1078,1021,2,2,1,52,90.7608696,0.1358696,0.1358696,0.1358696,8.8315217,94.7124304,0.1855288,0.1855288,0.0927644,4.8237477
108,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Rural,3611,971,23,757,23,1837,3582,1726,6,483,28,1339,26.8900582,0.6369427,20.963722,0.6369427,50.8723345,48.1853713,0.1675042,13.4840871,0.7816862,37.3813512
109,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Las Carreras,1062,583,22,31,4,422,1280,1110,23,17,4,126,54.8964218,2.0715631,2.9190207,0.3766478,39.7363465,86.71875,1.796875,1.328125,0.3125,9.84375
110,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Urbana,,,,,,,,,,,,,,,,,,,,,,
111,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Rural,1062,583,22,31,4,422,1280,1110,23,17,4,126,54.8964218,2.0715631,2.9190207,0.3766478,39.7363465,86.71875,1.796875,1.328125,0.3125,9.84375
112,Provincia,Chuquisaca,Luis Calvo,,Luis Calvo,4886,2227,93,478,94,1994,6242,4434,63,507,36,1202,45.5792059,1.9033975,9.7830536,1.9238641,40.8104789,71.0349247,1.0092919,8.1223967,0.5767382,19.2566485
113,Provincia,Chuquisaca,Luis Calvo,,Urbana,932,897,9,1,1,24,1162,1148,2,1,1,10,96.2446352,0.9656652,0.1072961,0.1072961,2.5751073,98.7951807,0.172117,0.0860585,0.0860585,0.8605852
114,Provincia,Chuquisaca,Luis Calvo,,Rural,3954,1330,84,477,93,1970,5080,3286,61,506,35,1192,33.6368235,2.124431,12.0637329,2.3520486,49.8229641,64.6850394,1.2007874,9.9606299,0.6889764,23.4645669
115,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Villa Vaca Guzmán,2532,1272,48,229,35,948,3136,2398,9,119,6,604,50.2369668,1.8957346,9.0442338,1.3823065,37.4407583,76.4668367,0.2869898,3.7946429,0.1913265,19.2602041
116,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Urbana,932,897,9,1,1,24,1162,1148,2,1,1,10,96.2446352,0.9656652,0.1072961,0.1072961,2.5751073,98.7951807,0.172117,0.0860585,0.0860585,0.8605852
117,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Rural,1600,375,39,228,34,924,1974,1250,7,118,5,594,23.4375,2.4375,14.25,2.125,57.75,63.3232016,0.3546099,5.9777102,0.2532928,30.0911854
