N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE HOGARES | 2001 | Total hogares,NÚMERO DE HOGARES | 2001 | Vehículo automotor | Tiene,NÚMERO DE HOGARES | 2001 | Vehículo automotor | No tiene,NÚMERO DE HOGARES | 2001 | Bicicleta | Tiene,NÚMERO DE HOGARES | 2001 | Bicicleta | No tiene,NÚMERO DE HOGARES | 2001 | Motocicleta o cuadratrack | Tiene,NÚMERO DE HOGARES | 2001 | Motocicleta o cuadratrack | No tiene,NÚMERO DE HOGARES | 2012 | Total hogares,NÚMERO DE HOGARES | 2012 | Vehículo automotor | Tiene,NÚMERO DE HOGARES | 2012 | Vehículo automotor | No tiene,NÚMERO DE HOGARES | 2012 | Bicicleta | Tiene,NÚMERO DE HOGARES | 2012 | Bicicleta | No tiene,NÚMERO DE HOGARES | 2012 | Motocicleta o cuadratrack | Tiene,NÚMERO DE HOGARES | 2012 | Motocicleta o cuadratrack | No tiene,NÚMERO DE HOGARES | 2012 | Carreta o carretón | Tiene,NÚMERO DE HOGARES | 2012 | Carreta o carretón | No tiene,NÚMERO DE HOGARES | 2012 | Deslizador o balsa o canoa o bote | Tiene,NÚMERO DE HOGARES | 2012 | Deslizador o balsa o canoa o bote | No tiene,NÚMERO DE HOGARES | 2024 | Total hogares,NÚMERO DE HOGARES | 2024 | Vehículo automotor | Tiene,NÚMERO DE HOGARES | 2024 | Vehículo automotor | No tiene,NÚMERO DE HOGARES | 2024 | Vehículo automotor | Sin especificar,NÚMERO DE HOGARES | 2024 | Bicicleta | Tiene,NÚMERO DE HOGARES | 2024 | Bicicleta | No tiene,NÚMERO DE HOGARES | 2024 | Bicicleta | Sin especificar,NÚMERO DE HOGARES | 2024 | Motocicleta o cuadratrack | Tiene,NÚMERO DE HOGARES | 2024 | Motocicleta o cuadratrack | No tiene,NÚMERO DE HOGARES | 2024 | Motocicleta o cuadratrack | Sin especificar,NÚMERO DE HOGARES | 2024 | Carreta o carretón | Tiene,NÚMERO DE HOGARES | 2024 | Carreta o carretón | No tiene,NÚMERO DE HOGARES | 2024 | Carreta o carretón | Sin especificar,NÚMERO DE HOGARES | 2024 | Deslizador o balsa o canoa o bote | Tiene,NÚMERO DE HOGARES | 2024 | Deslizador o balsa o canoa o bote | No tiene,NÚMERO DE HOGARES | 2024 | Deslizador o balsa o canoa o bote | Sin especificar,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Vehículo automotor | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Vehículo automotor | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Bicicleta | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Bicicleta | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Motocicleta o cuadratrack | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Motocicleta o cuadratrack | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Vehículo automotor | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Vehículo automotor | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Bicicleta | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Bicicleta | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Motocicleta o cuadratrack | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Motocicleta o cuadratrack | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Carreta o carretón | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Carreta o carretón | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Deslizador o balsa o canoa o bote | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Deslizador o balsa o canoa o bote | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Vehículo automotor | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Vehículo automotor | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Bicicleta | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Bicicleta | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Motocicleta o cuadratrack | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Motocicleta o cuadratrack | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Carreta o carretón | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Carreta o carretón | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Deslizador o balsa o canoa o bote | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Deslizador o balsa o canoa o bote | No tiene
285,Provincia,La Paz,Loayza,,Rural,11959.0,304,11655,2110,9849,131,11828,15147.0,1539,13608,2949,12198,1348,13799,968,14179,45,15102,21439.0,4117,16535,787,3567,17104,768,3680,16977,782,1643,19010,786,80,20567,792,2.5420186,97.4579814,17.6436157,82.3563843,1.0954093,98.9045907,10.1604278,89.8395722,19.4692018,80.5307982,8.899452,91.100548,6.3907044,93.6092956,0.2970885,99.7029115,19.9351152,80.0648848,17.2560592,82.7439408,17.8147843,82.1852157,7.9552607,92.0447393,0.3874655,99.6125345
286,Municipio/TIOC,La Paz,Loayza,Luribay,Luribay,2571.0,60,2511,507,2064,6,2565,3913.0,348,3565,948,2965,474,3439,228,3685,8,3905,4434.0,902,3391,141,810,3483,141,857,3436,141,395,3898,141,18,4275,141,2.3337223,97.6662777,19.7199533,80.2800467,0.2333722,99.7666278,8.8934321,91.1065679,24.2269359,75.7730641,12.1134679,87.8865321,5.8267314,94.1732686,0.2044467,99.7955533,21.0109481,78.9890519,18.8679245,81.1320755,19.96273,80.03727,9.2010249,90.7989751,0.4192872,99.5807128
287,Municipio/TIOC,La Paz,Loayza,Luribay,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Municipio/TIOC,La Paz,Loayza,Luribay,Rural,2571.0,60,2511,507,2064,6,2565,3913.0,348,3565,948,2965,474,3439,228,3685,8,3905,4434.0,902,3391,141,810,3483,141,857,3436,141,395,3898,141,18,4275,141,2.3337223,97.6662777,19.7199533,80.2800467,0.2333722,99.7666278,8.8934321,91.1065679,24.2269359,75.7730641,12.1134679,87.8865321,5.8267314,94.1732686,0.2044467,99.7955533,21.0109481,78.9890519,18.8679245,81.1320755,19.96273,80.03727,9.2010249,90.7989751,0.4192872,99.5807128
289,Municipio/TIOC,La Paz,Loayza,Sapahaqui,Sapahaqui,3287.0,120,3167,575,2712,74,3213,4624.0,581,4043,766,3858,290,4334,390,4234,14,4610,6638.0,1587,4871,180,1059,5400,179,1214,5245,179,587,5871,180,22,6434,182,3.6507454,96.3492546,17.4931549,82.5068451,2.251293,97.748707,12.5648789,87.4351211,16.5657439,83.4342561,6.2716263,93.7283737,8.4342561,91.5657439,0.3027682,99.6972318,24.5741716,75.4258284,16.3957269,83.6042731,18.7954792,81.2045208,9.0895014,90.9104986,0.3407683,99.6592317
290,Municipio/TIOC,La Paz,Loayza,Sapahaqui,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Municipio/TIOC,La Paz,Loayza,Sapahaqui,Rural,3287.0,120,3167,575,2712,74,3213,4624.0,581,4043,766,3858,290,4334,390,4234,14,4610,6638.0,1587,4871,180,1059,5400,179,1214,5245,179,587,5871,180,22,6434,182,3.6507454,96.3492546,17.4931549,82.5068451,2.251293,97.748707,12.5648789,87.4351211,16.5657439,83.4342561,6.2716263,93.7283737,8.4342561,91.5657439,0.3027682,99.6972318,24.5741716,75.4258284,16.3957269,83.6042731,18.7954792,81.2045208,9.0895014,90.9104986,0.3407683,99.6592317
292,Municipio/TIOC,La Paz,Loayza,Yaco,Yaco,2207.0,54,2153,555,1652,24,2183,2306.0,219,2087,667,1639,87,2219,169,2137,1,2305,4142.0,667,3235,240,946,2967,229,278,3627,237,402,3500,240,28,3873,241,2.4467603,97.5532397,25.1472587,74.8527413,1.087449,98.912551,9.4969644,90.5030356,28.9245447,71.0754553,3.7727667,96.2272333,7.3287077,92.6712923,0.0433651,99.9566349,17.0937981,82.9062019,24.1758242,75.8241758,7.1190781,92.8809219,10.302409,89.697591,0.7177647,99.2822353
293,Municipio/TIOC,La Paz,Loayza,Yaco,Urbana,,,,,,,,,,,,,,,,,,,444.0,88,339,17,98,331,15,21,406,17,25,402,17,17,410,17,,,,,,,,,,,,,,,,,20.6088993,79.3911007,22.8438228,77.1561772,4.9180328,95.0819672,5.8548009,94.1451991,3.9812646,96.0187354
294,Municipio/TIOC,La Paz,Loayza,Yaco,Rural,2207.0,54,2153,555,1652,24,2183,2306.0,219,2087,667,1639,87,2219,169,2137,1,2305,3698.0,579,2896,223,848,2636,214,257,3221,220,377,3098,223,11,3463,224,2.4467603,97.5532397,25.1472587,74.8527413,1.087449,98.912551,9.4969644,90.5030356,28.9245447,71.0754553,3.7727667,96.2272333,7.3287077,92.6712923,0.0433651,99.9566349,16.6618705,83.3381295,24.3398393,75.6601607,7.3893042,92.6106958,10.8489209,89.1510791,0.3166379,99.6833621
295,Municipio/TIOC,La Paz,Loayza,Malla,Malla,958.0,7,951,107,851,3,955,1234.0,98,1136,271,963,102,1132,75,1159,18,1216,1777.0,218,1488,71,275,1434,68,231,1475,71,70,1636,71,9,1697,71,0.7306889,99.2693111,11.1691023,88.8308977,0.3131524,99.6868476,7.9416532,92.0583468,21.9611021,78.0388979,8.2658023,91.7341977,6.0777958,93.9222042,1.458671,98.541329,12.7784291,87.2215709,16.0912815,83.9087185,13.5404455,86.4595545,4.1031653,95.8968347,0.5275498,99.4724502
296,Municipio/TIOC,La Paz,Loayza,Malla,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Municipio/TIOC,La Paz,Loayza,Malla,Rural,958.0,7,951,107,851,3,955,1234.0,98,1136,271,963,102,1132,75,1159,18,1216,1777.0,218,1488,71,275,1434,68,231,1475,71,70,1636,71,9,1697,71,0.7306889,99.2693111,11.1691023,88.8308977,0.3131524,99.6868476,7.9416532,92.0583468,21.9611021,78.0388979,8.2658023,91.7341977,6.0777958,93.9222042,1.458671,98.541329,12.7784291,87.2215709,16.0912815,83.9087185,13.5404455,86.4595545,4.1031653,95.8968347,0.5275498,99.4724502
298,Municipio/TIOC,La Paz,Loayza,Cairoma,Cairoma,2936.0,63,2873,366,2570,24,2912,3070.0,293,2777,297,2773,395,2675,106,2964,4,3066,4892.0,831,3889,172,575,4151,166,1121,3600,171,214,4507,171,20,4698,174,2.1457766,97.8542234,12.4659401,87.5340599,0.8174387,99.1825613,9.5439739,90.4560261,9.6742671,90.3257329,12.8664495,87.1335505,3.4527687,96.5472313,0.1302932,99.8697068,17.6059322,82.3940678,12.1667372,87.8332628,23.7449693,76.2550307,4.5329379,95.4670621,0.4239084,99.5760916
299,Municipio/TIOC,La Paz,Loayza,Cairoma,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Municipio/TIOC,La Paz,Loayza,Cairoma,Rural,2936.0,63,2873,366,2570,24,2912,3070.0,293,2777,297,2773,395,2675,106,2964,4,3066,4892.0,831,3889,172,575,4151,166,1121,3600,171,214,4507,171,20,4698,174,2.1457766,97.8542234,12.4659401,87.5340599,0.8174387,99.1825613,9.5439739,90.4560261,9.6742671,90.3257329,12.8664495,87.1335505,3.4527687,96.5472313,0.1302932,99.8697068,17.6059322,82.3940678,12.1667372,87.8332628,23.7449693,76.2550307,4.5329379,95.4670621,0.4239084,99.5760916
301,Provincia,La Paz,Inquisivi,,Inquisivi,15936.0,283,15653,2509,13427,824,15112,19846.0,2060,17786,2978,16868,2950,16896,683,19163,29,19817,30583.0,6046,23272,1265,4845,24491,1247,6273,23046,1264,1419,27899,1265,210,29103,1270,1.7758534,98.2241466,15.7442269,84.2557731,5.1706827,94.8293173,10.3799254,89.6200746,15.0055427,84.9944573,14.8644563,85.1355437,3.4414995,96.5585005,0.1461252,99.8538748,20.6221434,79.3778566,16.515544,83.484456,21.395682,78.604318,4.84003,95.15997,0.7164057,99.2835943
302,Provincia,La Paz,Inquisivi,,Urbana,1781.0,90,1691,443,1338,171,1610,3248.0,706,2542,548,2700,738,2510,174,3074,5,3243,5831.0,1836,3774,221,1363,4251,217,1382,4229,220,306,5305,220,75,5533,223,5.0533408,94.9466592,24.8736665,75.1263335,9.6013476,90.3986524,21.7364532,78.2635468,16.8719212,83.1280788,22.7216749,77.2783251,5.3571429,94.6428571,0.1539409,99.8460591,32.7272727,67.2727273,24.2785892,75.7214108,24.6301907,75.3698093,5.4535733,94.5464267,1.3373752,98.6626248
303,Provincia,La Paz,Inquisivi,,Rural,14155.0,193,13962,2066,12089,653,13502,16598.0,1354,15244,2430,14168,2212,14386,509,16089,24,16574,24752.0,4210,19498,1044,3482,20240,1030,4891,18817,1044,1113,22594,1045,135,23570,1047,1.3634758,98.6365242,14.5955493,85.4044507,4.6132109,95.3867891,8.1576094,91.8423906,14.6403181,85.3596819,13.3269069,86.6730931,3.0666345,96.9333655,0.1445957,99.8554043,17.7577189,82.2422811,14.6783576,85.3216424,20.630167,79.369833,4.6948159,95.3051841,0.5695001,99.4304999
304,Municipio/TIOC,La Paz,Inquisivi,Inquisivi,Inquisivi,4091.0,37,4054,364,3727,80,4011,4894.0,177,4717,616,4278,437,4457,77,4817,4,4890,7144.0,1037,5825,282,745,6123,276,1395,5468,281,306,6556,282,30,6831,283,0.9044243,99.0955757,8.8975801,91.1024199,1.9555121,98.0444879,3.6166735,96.3833265,12.586841,87.413159,8.9293012,91.0706988,1.5733551,98.4266449,0.0817327,99.9182673,15.1122122,84.8877878,10.8474083,89.1525917,20.3263879,79.6736121,4.4593413,95.5406587,0.437254,99.562746
305,Municipio/TIOC,La Paz,Inquisivi,Inquisivi,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Municipio/TIOC,La Paz,Inquisivi,Inquisivi,Rural,4091.0,37,4054,364,3727,80,4011,4894.0,177,4717,616,4278,437,4457,77,4817,4,4890,7144.0,1037,5825,282,745,6123,276,1395,5468,281,306,6556,282,30,6831,283,0.9044243,99.0955757,8.8975801,91.1024199,1.9555121,98.0444879,3.6166735,96.3833265,12.586841,87.413159,8.9293012,91.0706988,1.5733551,98.4266449,0.0817327,99.9182673,15.1122122,84.8877878,10.8474083,89.1525917,20.3263879,79.6736121,4.4593413,95.5406587,0.437254,99.562746
307,Municipio/TIOC,La Paz,Inquisivi,Quime,Quime,2305.0,72,2233,272,2033,120,2185,3387.0,401,2986,307,3080,267,3120,206,3181,9,3378,4434.0,959,3314,161,583,3691,160,493,3780,161,210,4063,161,26,4247,161,3.1236443,96.8763557,11.8004338,88.1995662,5.2060738,94.7939262,11.8393859,88.1606141,9.0640685,90.9359315,7.8830824,92.1169176,6.0820785,93.9179215,0.2657219,99.7342781,22.4432483,77.5567517,13.6406177,86.3593823,11.5375614,88.4624386,4.9145799,95.0854201,0.6084718,99.3915282
308,Municipio/TIOC,La Paz,Inquisivi,Quime,Urbana,732.0,38,694,125,607,30,702,1158.0,179,979,153,1005,128,1030,95,1063,0,1158,1610.0,454,1090,66,357,1188,65,226,1318,66,95,1449,66,14,1530,66,5.1912568,94.8087432,17.0765027,82.9234973,4.0983607,95.9016393,15.4576857,84.5423143,13.2124352,86.7875648,11.0535406,88.9464594,8.2037997,91.7962003,0,100,29.4041451,70.5958549,23.1067961,76.8932039,14.6373057,85.3626943,6.1528497,93.8471503,0.9067358,99.0932642
309,Municipio/TIOC,La Paz,Inquisivi,Quime,Rural,1573.0,34,1539,147,1426,90,1483,2229.0,222,2007,154,2075,139,2090,111,2118,9,2220,2824.0,505,2224,95,226,2503,95,267,2462,95,115,2614,95,12,2717,95,2.1614749,97.8385251,9.3452003,90.6547997,5.7215512,94.2784488,9.9596231,90.0403769,6.9089278,93.0910722,6.2359803,93.7640197,4.9798116,95.0201884,0.4037685,99.5962315,18.5049469,81.4950531,8.2814218,91.7185782,9.7838036,90.2161964,4.2139978,95.7860022,0.4397215,99.5602785
310,Municipio/TIOC,La Paz,Inquisivi,Cajuata,Cajuata,1925.0,55,1870,353,1572,294,1631,3019.0,386,2633,462,2557,1072,1947,190,2829,3,3016,5809.0,1450,4091,268,1059,4485,265,2327,3215,267,322,5220,267,59,5482,268,2.8571429,97.1428571,18.3376623,81.6623377,15.2727273,84.7272727,12.7856906,87.2143094,15.3030805,84.6969195,35.5084465,64.4915535,6.2934747,93.7065253,0.0993707,99.9006293,26.1685616,73.8314384,19.1017316,80.8982684,41.9884518,58.0115482,5.8101768,94.1898232,1.0647897,98.9352103
311,Municipio/TIOC,La Paz,Inquisivi,Cajuata,Urbana,,,,,,,,,,,,,,,,,,,706.0,117,552,37,113,558,35,236,434,36,40,630,36,7,662,37,,,,,,,,,,,,,,,,,17.4887892,82.5112108,16.8405365,83.1594635,35.2238806,64.7761194,5.9701493,94.0298507,1.0463378,98.9536622
312,Municipio/TIOC,La Paz,Inquisivi,Cajuata,Rural,1925.0,55,1870,353,1572,294,1631,3019.0,386,2633,462,2557,1072,1947,190,2829,3,3016,5103.0,1333,3539,231,946,3927,230,2091,2781,231,282,4590,231,52,4820,231,2.8571429,97.1428571,18.3376623,81.6623377,15.2727273,84.7272727,12.7856906,87.2143094,15.3030805,84.6969195,35.5084465,64.4915535,6.2934747,93.7065253,0.0993707,99.9006293,27.3604269,72.6395731,19.4130926,80.5869074,42.9187192,57.0812808,5.7881773,94.2118227,1.0673235,98.9326765
313,Municipio/TIOC,La Paz,Inquisivi,Colquiri,Colquiri,4953.0,82,4871,986,3967,197,4756,5830.0,911,4919,1115,4715,877,4953,145,5685,11,5819,7870.0,1933,5578,359,1469,6047,354,1290,6220,360,311,7199,360,56,7453,361,1.6555623,98.3444377,19.907127,80.092873,3.9773874,96.0226126,15.626072,84.373928,19.1252144,80.8747856,15.0428816,84.9571184,2.4871355,97.5128645,0.1886792,99.8113208,25.7355878,74.2644122,19.5449707,80.4550293,17.1770972,82.8229028,4.1411451,95.8588549,0.7457717,99.2542283
314,Municipio/TIOC,La Paz,Inquisivi,Colquiri,Urbana,1049.0,52,997,318,731,141,908,1728.0,486,1242,316,1412,515,1213,72,1656,5,1723,2222.0,1001,1159,62,543,1617,62,581,1579,62,81,2079,62,37,2122,63,4.957102,95.042898,30.3145853,69.6854147,13.4413727,86.5586273,28.125,71.875,18.287037,81.712963,29.8032407,70.1967593,4.1666667,95.8333333,0.2893519,99.7106481,46.3425926,53.6574074,25.1388889,74.8611111,26.8981481,73.1018519,3.75,96.25,1.7137564,98.2862436
315,Municipio/TIOC,La Paz,Inquisivi,Colquiri,Rural,3904.0,30,3874,668,3236,56,3848,4102.0,425,3677,799,3303,362,3740,73,4029,6,4096,5648.0,932,4419,297,926,4430,292,709,4641,298,230,5120,298,19,5331,298,0.7684426,99.2315574,17.1106557,82.8893443,1.4344262,98.5655738,10.3607996,89.6392004,19.4783033,80.5216967,8.8249634,91.1750366,1.7796197,98.2203803,0.1462701,99.8537299,17.4173052,82.5826948,17.2890217,82.7109783,13.2523364,86.7476636,4.2990654,95.7009346,0.3551402,99.6448598
316,Municipio/TIOC,La Paz,Inquisivi,Ichoca,Ichoca,1924.0,17,1907,431,1493,36,1888,1695.0,101,1594,312,1383,81,1614,30,1665,0,1695,3455.0,297,3068,90,544,2824,87,172,3193,90,138,3226,91,18,3346,91,0.8835759,99.1164241,22.4012474,77.5987526,1.8711019,98.1288981,5.9587021,94.0412979,18.4070796,81.5929204,4.7787611,95.2212389,1.7699115,98.2300885,0,100,8.8261516,91.1738484,16.152019,83.847981,5.1114413,94.8885587,4.1022592,95.8977408,0.5350773,99.4649227
317,Municipio/TIOC,La Paz,Inquisivi,Ichoca,Urbana,,,,,,,,,,,,,,,,,,,480.0,60,406,14,93,374,13,33,433,14,39,426,15,6,459,15,,,,,,,,,,,,,,,,,12.8755365,87.1244635,19.9143469,80.0856531,7.0815451,92.9184549,8.3870968,91.6129032,1.2903226,98.7096774
318,Municipio/TIOC,La Paz,Inquisivi,Ichoca,Rural,1924.0,17,1907,431,1493,36,1888,1695.0,101,1594,312,1383,81,1614,30,1665,0,1695,2975.0,237,2662,76,451,2450,74,139,2760,76,99,2800,76,12,2887,76,0.8835759,99.1164241,22.4012474,77.5987526,1.8711019,98.1288981,5.9587021,94.0412979,18.4070796,81.5929204,4.7787611,95.2212389,1.7699115,98.2300885,0,100,8.1752328,91.8247672,15.5463633,84.4536367,4.7947568,95.2052432,3.4149707,96.5850293,0.4139358,99.5860642
319,Municipio/TIOC,La Paz,Inquisivi,Villa Libertad Licoma,Villa Libertad Licoma,738.0,20,718,103,635,97,641,1021.0,84,937,166,855,216,805,35,986,2,1019,1871.0,370,1396,105,445,1321,105,596,1170,105,132,1635,104,21,1744,106,2.7100271,97.2899729,13.9566396,86.0433604,13.1436314,86.8563686,8.2272282,91.7727718,16.25857,83.74143,21.1557297,78.8442703,3.4280118,96.5719882,0.1958864,99.8041136,20.9513024,79.0486976,25.198188,74.801812,33.7485844,66.2514156,7.4702886,92.5297114,1.1898017,98.8101983
320,Municipio/TIOC,La Paz,Inquisivi,Villa Libertad Licoma,Urbana,,,,,,,,362.0,41,321,79,283,95,267,7,355,0,362,813.0,204,567,42,257,514,42,306,465,42,51,721,41,11,760,42,,,,,,,11.3259669,88.6740331,21.8232044,78.1767956,26.2430939,73.7569061,1.9337017,98.0662983,0,100,26.459144,73.540856,33.3333333,66.6666667,39.688716,60.311284,6.6062176,93.3937824,1.4267185,98.5732815
321,Municipio/TIOC,La Paz,Inquisivi,Villa Libertad Licoma,Rural,738.0,20,718,103,635,97,641,659.0,43,616,87,572,121,538,28,631,2,657,1058.0,166,829,63,188,807,63,290,705,63,81,914,63,10,984,64,2.7100271,97.2899729,13.9566396,86.0433604,13.1436314,86.8563686,6.5250379,93.4749621,13.2018209,86.7981791,18.3611533,81.6388467,4.2488619,95.7511381,0.3034901,99.6965099,16.6834171,83.3165829,18.8944724,81.1055276,29.1457286,70.8542714,8.1407035,91.8592965,1.0060362,98.9939638
322,Provincia,La Paz,Sur Yungas,,Sur Yungas,17566.0,652,16914,3400,14166,553,17013,37770.0,5464,32306,3849,33921,4389,33381,2975,34795,287,37483,49680.0,15232,32942,1506,6408,41789,1483,10410,37763,1507,2473,45694,1513,668,47501,1511,3.7117158,96.2882842,19.3555733,80.6444267,3.1481271,96.8518729,14.4665078,85.5334922,10.1906275,89.8093725,11.6203336,88.3796664,7.8766217,92.1233783,0.7598623,99.2401377,31.6187155,68.3812845,13.2954333,86.7045667,21.6096153,78.3903847,5.1342205,94.8657795,1.386784,98.613216
323,Provincia,La Paz,Sur Yungas,,Urbana,1461.0,124,1337,523,938,67,1394,3806.0,614,3192,546,3260,739,3067,684,3122,35,3771,6744.0,2242,4256,246,1321,5176,247,1594,4902,248,551,5945,248,99,6397,248,8.4873374,91.5126626,35.797399,64.202601,4.5859001,95.4140999,16.1324225,83.8675775,14.3457698,85.6542302,19.4167105,80.5832895,17.9716238,82.0283762,0.9196006,99.0803994,34.502924,65.497076,20.3324611,79.6675389,24.5381773,75.4618227,8.4821429,91.5178571,1.5240148,98.4759852
324,Provincia,La Paz,Sur Yungas,,Rural,16105.0,528,15577,2877,13228,486,15619,33964.0,4850,29114,3303,30661,3650,30314,2291,31673,252,33712,42936.0,12990,28686,1260,5087,36613,1236,8816,32861,1259,1922,39749,1265,569,41104,1263,3.2784849,96.7215151,17.8640174,82.1359826,3.0176964,96.9823036,14.2798257,85.7201743,9.7250029,90.2749971,10.7466729,89.2533271,6.7453775,93.2546225,0.7419621,99.2580379,31.1690181,68.8309819,12.1990408,87.8009592,21.153154,78.846846,4.6123203,95.3876797,1.3653925,98.6346075
325,Municipio/TIOC,La Paz,Sur Yungas,Chulumani,Chulumani,3734.0,164,3570,704,3030,102,3632,6079.0,880,5199,831,5248,405,5674,368,5711,14,6065,7214.0,1903,5110,201,1056,5960,198,813,6201,200,302,6711,201,74,6938,202,4.3920728,95.6079272,18.8537761,81.1462239,2.7316551,97.2683449,14.4760651,85.5239349,13.6700115,86.3299885,6.66228,93.33772,6.0536272,93.9463728,0.230301,99.769699,27.1353201,72.8646799,15.0513113,84.9486887,11.5911035,88.4088965,4.3062883,95.6937117,1.0553337,98.9446663
326,Municipio/TIOC,La Paz,Sur Yungas,Chulumani,Urbana,752.0,67,685,171,581,27,725,760.0,122,638,126,634,31,729,43,717,0,760,1081.0,283,749,49,193,839,49,92,940,49,74,958,49,11,1021,49,8.9095745,91.0904255,22.7393617,77.2606383,3.5904255,96.4095745,16.0526316,83.9473684,16.5789474,83.4210526,4.0789474,95.9210526,5.6578947,94.3421053,0,100,27.4224806,72.5775194,18.7015504,81.2984496,8.9147287,91.0852713,7.1705426,92.8294574,1.0658915,98.9341085
327,Municipio/TIOC,La Paz,Sur Yungas,Chulumani,Rural,2982.0,97,2885,533,2449,75,2907,5319.0,758,4561,705,4614,374,4945,325,4994,14,5305,6133.0,1620,4361,152,863,5121,149,721,5261,151,228,5753,152,63,5917,153,3.2528504,96.7471496,17.8739101,82.1260899,2.5150905,97.4849095,14.250799,85.749201,13.2543711,86.7456289,7.0313969,92.9686031,6.1101711,93.8898289,0.2632074,99.7367926,27.0857716,72.9142284,14.4217914,85.5782086,12.0528251,87.9471749,3.8120716,96.1879284,1.0535117,98.9464883
328,Municipio/TIOC,La Paz,Sur Yungas,Irupana,Irupana,3624.0,137,3487,366,3258,165,3459,6499.0,908,5591,716,5783,606,5893,267,6232,3,6496,9458.0,2627,6513,318,1266,7875,317,1517,7622,319,425,8713,320,93,9045,320,3.7803532,96.2196468,10.0993377,89.9006623,4.5529801,95.4470199,13.9713802,86.0286198,11.0170796,88.9829204,9.3245115,90.6754885,4.1083244,95.8916756,0.0461609,99.9538391,28.7417943,71.2582057,13.8496882,86.1503118,16.5991903,83.4008097,4.6509083,95.3490917,1.0177282,98.9822718
329,Municipio/TIOC,La Paz,Sur Yungas,Irupana,Urbana,,,,,,,,,,,,,,,,,,,1372.0,419,880,73,240,1059,73,196,1103,73,49,1250,73,18,1281,73,,,,,,,,,,,,,,,,,32.2555812,67.7444188,18.4757506,81.5242494,15.0885296,84.9114704,3.7721324,96.2278676,1.3856813,98.6143187
330,Municipio/TIOC,La Paz,Sur Yungas,Irupana,Rural,3624.0,137,3487,366,3258,165,3459,6499.0,908,5591,716,5783,606,5893,267,6232,3,6496,8086.0,2208,5633,245,1026,6816,244,1321,6519,246,376,7463,247,75,7764,247,3.7803532,96.2196468,10.0993377,89.9006623,4.5529801,95.4470199,13.9713802,86.0286198,11.0170796,88.9829204,9.3245115,90.6754885,4.1083244,95.8916756,0.0461609,99.9538391,28.1596735,71.8403265,13.0833971,86.9166029,16.8494898,83.1505102,4.7965302,95.2034698,0.9567547,99.0432453
331,Municipio/TIOC,La Paz,Sur Yungas,Yanacachi,Yanacachi,1188.0,52,1136,136,1052,12,1176,2308.0,439,1869,345,1963,210,2098,60,2248,2,2306,2998.0,668,2239,91,471,2437,90,411,2496,91,106,2801,91,28,2879,91,4.3771044,95.6228956,11.4478114,88.5521886,1.010101,98.989899,19.0207972,80.9792028,14.9480069,85.0519931,9.0987868,90.9012132,2.5996534,97.4003466,0.0866551,99.9133449,22.9790162,77.0209838,16.1966988,83.8033012,14.1382869,85.8617131,3.6463708,96.3536292,0.9631923,99.0368077
