N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE HOGARES | Total hogares,NÚMERO DE HOGARES | Refrigerador o congelador | Tiene,NÚMERO DE HOGARES | Refrigerador o congelador | No tiene,NÚMERO DE HOGARES | Refrigerador o congelador | Sin especificar,NÚMERO DE HOGARES | Microondas | Tiene,NÚMERO DE HOGARES | Microondas | No tiene,NÚMERO DE HOGARES | Microondas | Sin especificar,NÚMERO DE HOGARES | Calefón o termotanque | Tiene,NÚMERO DE HOGARES | Calefón o termotanque | No tiene,NÚMERO DE HOGARES | Calefón o termotanque | Sin especificar,NÚMERO DE HOGARES | Aire Acondicionado | Tiene,NÚMERO DE HOGARES | Aire Acondicionado | No tiene,NÚMERO DE HOGARES | Aire Acondicionado | Sin especificar,NÚMERO DE HOGARES | Lavadora de ropa | Tiene,NÚMERO DE HOGARES | Lavadora de ropa | No tiene,NÚMERO DE HOGARES | Lavadora de ropa | Sin especificar,DISTRIBUCIÓN PORCENTUAL (1) | Refrigerador o congelador | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Refrigerador o congelador | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Microondas | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Microondas | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Calefón o termotanque | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Calefón o termotanque | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Aire Acondicionado | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Aire Acondicionado | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Lavadora de ropa | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Lavadora de ropa | No tiene
426,Municipio/TIOC,La Paz,Gualberto Villarroel,Papel Pampa,Rural,2888.0,175.0,2591.0,122.0,23.0,2744.0,121.0,19.0,2748.0,121.0,7.0,2760.0,121.0,44.0,2723.0,121.0,6.3268257,93.6731743,0.8312252,99.1687748,0.6866643,99.3133357,0.2529816,99.7470184,1.5901699,98.4098301
427,Municipio/TIOC,La Paz,Gualberto Villarroel,Chacarilla,Chacarilla,881.0,31.0,828.0,22.0,3.0,856.0,22.0,9.0,850.0,22.0,3.0,856.0,22.0,0.0,859.0,22.0,3.6088475,96.3911525,0.3492433,99.6507567,1.0477299,98.9522701,0.3492433,99.6507567,0.0,100.0
428,Municipio/TIOC,La Paz,Gualberto Villarroel,Chacarilla,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Municipio/TIOC,La Paz,Gualberto Villarroel,Chacarilla,Rural,881.0,31.0,828.0,22.0,3.0,856.0,22.0,9.0,850.0,22.0,3.0,856.0,22.0,0.0,859.0,22.0,3.6088475,96.3911525,0.3492433,99.6507567,1.0477299,98.9522701,0.3492433,99.6507567,0.0,100.0
430,Provincia,La Paz,General José Manuel Pando,,General José Manuel Pando,4651.0,181.0,4307.0,163.0,24.0,4463.0,164.0,35.0,4452.0,164.0,11.0,4476.0,164.0,52.0,4435.0,164.0,4.0329768,95.9670232,0.5348785,99.4651215,0.7800312,99.2199688,0.2451527,99.7548473,1.1589035,98.8410965
431,Provincia,La Paz,General José Manuel Pando,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Provincia,La Paz,General José Manuel Pando,,Rural,4651.0,181.0,4307.0,163.0,24.0,4463.0,164.0,35.0,4452.0,164.0,11.0,4476.0,164.0,52.0,4435.0,164.0,4.0329768,95.9670232,0.5348785,99.4651215,0.7800312,99.2199688,0.2451527,99.7548473,1.1589035,98.8410965
433,Municipio/TIOC,La Paz,General José Manuel Pando,Santiago de Machaca,Santiago de Machaca,2956.0,147.0,2707.0,102.0,16.0,2838.0,102.0,28.0,2826.0,102.0,7.0,2847.0,102.0,44.0,2810.0,102.0,5.1506657,94.8493343,0.5606167,99.4393833,0.9810792,99.0189208,0.2452698,99.7547302,1.5416959,98.4583041
434,Municipio/TIOC,La Paz,General José Manuel Pando,Santiago de Machaca,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Municipio/TIOC,La Paz,General José Manuel Pando,Santiago de Machaca,Rural,2956.0,147.0,2707.0,102.0,16.0,2838.0,102.0,28.0,2826.0,102.0,7.0,2847.0,102.0,44.0,2810.0,102.0,5.1506657,94.8493343,0.5606167,99.4393833,0.9810792,99.0189208,0.2452698,99.7547302,1.5416959,98.4583041
436,Municipio/TIOC,La Paz,General José Manuel Pando,Catacora,Catacora,1695.0,34.0,1600.0,61.0,8.0,1625.0,62.0,7.0,1626.0,62.0,4.0,1629.0,62.0,8.0,1625.0,62.0,2.0807834,97.9192166,0.4898959,99.5101041,0.4286589,99.5713411,0.2449479,99.7550521,0.4898959,99.5101041
437,Municipio/TIOC,La Paz,General José Manuel Pando,Catacora,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Municipio/TIOC,La Paz,General José Manuel Pando,Catacora,Rural,1695.0,34.0,1600.0,61.0,8.0,1625.0,62.0,7.0,1626.0,62.0,4.0,1629.0,62.0,8.0,1625.0,62.0,2.0807834,97.9192166,0.4898959,99.5101041,0.4286589,99.5713411,0.2449479,99.7550521,0.4898959,99.5101041
439,Provincia,La Paz,Caranavi,,Caranavi,25572.0,9802.0,14996.0,774.0,787.0,24014.0,771.0,327.0,24475.0,770.0,330.0,24468.0,774.0,1549.0,23249.0,774.0,39.5273812,60.4726188,3.1732591,96.8267409,1.3184421,98.6815579,1.3307525,98.6692475,6.2464715,93.7535285
440,Provincia,La Paz,Caranavi,,Urbana,7802.0,4503.0,2986.0,313.0,557.0,6934.0,311.0,166.0,7325.0,311.0,215.0,7274.0,313.0,1174.0,6317.0,311.0,60.128188,39.871812,7.4355894,92.5644106,2.2159925,97.7840075,2.8708773,97.1291227,15.6721399,84.3278601
441,Provincia,La Paz,Caranavi,,Rural,17770.0,5299.0,12010.0,461.0,230.0,17080.0,460.0,161.0,17150.0,459.0,115.0,17194.0,461.0,375.0,16932.0,463.0,30.6141314,69.3858686,1.3287117,98.6712883,0.9300445,99.0699555,0.6643942,99.3356058,2.1667533,97.8332467
442,Municipio/TIOC,La Paz,Caranavi,Caranavi,Caranavi,21081.0,8301.0,12088.0,692.0,745.0,19647.0,689.0,267.0,20125.0,689.0,306.0,20082.0,693.0,1435.0,18953.0,693.0,40.7131296,59.2868704,3.6533935,96.3466065,1.309337,98.690663,1.5008829,98.4991171,7.038454,92.961546
443,Municipio/TIOC,La Paz,Caranavi,Caranavi,Urbana,7802.0,4503.0,2986.0,313.0,557.0,6934.0,311.0,166.0,7325.0,311.0,215.0,7274.0,313.0,1174.0,6317.0,311.0,60.128188,39.871812,7.4355894,92.5644106,2.2159925,97.7840075,2.8708773,97.1291227,15.6721399,84.3278601
444,Municipio/TIOC,La Paz,Caranavi,Caranavi,Rural,13279.0,3798.0,9102.0,379.0,188.0,12713.0,378.0,101.0,12800.0,378.0,91.0,12808.0,380.0,261.0,12636.0,382.0,29.4418605,70.5581395,1.4572514,98.5427486,0.782885,99.217115,0.705481,99.294519,2.0237264,97.9762736
445,Municipio/TIOC,La Paz,Caranavi,Alto Beni,Alto Beni,4491.0,1501.0,2908.0,82.0,42.0,4367.0,82.0,60.0,4350.0,81.0,24.0,4386.0,81.0,114.0,4296.0,81.0,34.0440009,65.9559991,0.952597,99.047403,1.3605442,98.6394558,0.5442177,99.4557823,2.585034,97.414966
446,Municipio/TIOC,La Paz,Caranavi,Alto Beni,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Municipio/TIOC,La Paz,Caranavi,Alto Beni,Rural,4491.0,1501.0,2908.0,82.0,42.0,4367.0,82.0,60.0,4350.0,81.0,24.0,4386.0,81.0,114.0,4296.0,81.0,34.0440009,65.9559991,0.952597,99.047403,1.3605442,98.6394558,0.5442177,99.4557823,2.585034,97.414966
448,Departamento,Cochabamba,,,Cochabamba,675064.0,406777.0,248054.0,20233.0,133955.0,520889.0,20220.0,55186.0,599645.0,20233.0,10018.0,644805.0,20241.0,165173.0,489644.0,20247.0,62.1193865,37.8806135,20.456017,79.543983,8.4275179,91.5724821,1.5298791,98.4701209,25.2242993,74.7757007
449,Departamento,Cochabamba,,,Urbana,442960.0,344788.0,87110.0,11062.0,128049.0,303858.0,11053.0,52353.0,379556.0,11051.0,8500.0,423405.0,11055.0,156858.0,275045.0,11057.0,79.830886,20.169114,29.6473546,70.3526454,12.1213033,87.8786967,1.9680254,98.0319746,36.3178769,63.6821231
450,Departamento,Cochabamba,,,Rural,232104.0,61989.0,160944.0,9171.0,5906.0,217031.0,9167.0,2833.0,220089.0,9182.0,1518.0,221400.0,9186.0,8315.0,214599.0,9190.0,27.8061122,72.1938878,2.6491789,97.3508211,1.2708481,98.7291519,0.6809679,99.3190321,3.7301381,96.2698619
451,Provincia,Cochabamba,Cercado,,Cercado,212273.0,171417.0,35901.0,4955.0,75153.0,132165.0,4955.0,35178.0,172141.0,4954.0,4069.0,203250.0,4954.0,87834.0,119485.0,4954.0,82.6831245,17.3168755,36.2501085,63.7498915,16.9680541,83.0319459,1.9626759,98.0373241,42.3665945,57.6334055
452,Provincia,Cochabamba,Cercado,,Urbana,212257.0,171417.0,35885.0,4955.0,75153.0,132149.0,4955.0,35178.0,172125.0,4954.0,4069.0,203234.0,4954.0,87834.0,119469.0,4954.0,82.6895061,17.3104939,36.2529064,63.7470936,16.9693637,83.0306363,1.9628274,98.0371726,42.3698644,57.6301356
453,Provincia,Cochabamba,Cercado,,Rural,16.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0
454,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Cochabamba,212273.0,171417.0,35901.0,4955.0,75153.0,132165.0,4955.0,35178.0,172141.0,4954.0,4069.0,203250.0,4954.0,87834.0,119485.0,4954.0,82.6831245,17.3168755,36.2501085,63.7498915,16.9680541,83.0319459,1.9626759,98.0373241,42.3665945,57.6334055
455,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Urbana,212257.0,171417.0,35885.0,4955.0,75153.0,132149.0,4955.0,35178.0,172125.0,4954.0,4069.0,203234.0,4954.0,87834.0,119469.0,4954.0,82.6895061,17.3104939,36.2529064,63.7470936,16.9693637,83.0306363,1.9628274,98.0371726,42.3698644,57.6301356
456,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Rural,16.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0
457,Provincia,Cochabamba,Campero,,Campero,10796.0,4303.0,6023.0,470.0,806.0,9521.0,469.0,170.0,10156.0,470.0,52.0,10274.0,470.0,982.0,9344.0,470.0,41.6715088,58.3284912,7.8047836,92.1952164,1.6463297,98.3536703,0.5035832,99.4964168,9.5099748,90.4900252
458,Provincia,Cochabamba,Campero,,Urbana,3351.0,2294.0,960.0,97.0,625.0,2630.0,96.0,114.0,3141.0,96.0,20.0,3235.0,96.0,779.0,2476.0,96.0,70.4978488,29.5021512,19.2012289,80.7987711,3.5023041,96.4976959,0.6144393,99.3855607,23.9324117,76.0675883
459,Provincia,Cochabamba,Campero,,Rural,7445.0,2009.0,5063.0,373.0,181.0,6891.0,373.0,56.0,7015.0,374.0,32.0,7039.0,374.0,203.0,6868.0,374.0,28.4078054,71.5921946,2.5593891,97.4406109,0.7919672,99.2080328,0.4525527,99.5474473,2.8708811,97.1291189
460,Municipio/TIOC,Cochabamba,Campero,Aiquile,Aiquile,7123.0,2891.0,3913.0,319.0,657.0,6148.0,318.0,146.0,6658.0,319.0,29.0,6775.0,319.0,787.0,6017.0,319.0,42.4897119,57.5102881,9.6546657,90.3453343,2.1457966,97.8542034,0.4262199,99.5737801,11.5667255,88.4332745
461,Municipio/TIOC,Cochabamba,Campero,Aiquile,Urbana,2680.0,1902.0,707.0,71.0,583.0,2027.0,70.0,112.0,2498.0,70.0,18.0,2592.0,70.0,711.0,1899.0,70.0,72.9014948,27.0985052,22.3371648,77.6628352,4.2911877,95.7088123,0.6896552,99.3103448,27.2413793,72.7586207
462,Municipio/TIOC,Cochabamba,Campero,Aiquile,Rural,4443.0,989.0,3206.0,248.0,74.0,4121.0,248.0,34.0,4160.0,249.0,11.0,4183.0,249.0,76.0,4118.0,249.0,23.5756853,76.4243147,1.7640048,98.2359952,0.8106819,99.1893181,0.2622794,99.7377206,1.8121125,98.1878875
463,Municipio/TIOC,Cochabamba,Campero,Pasorapa,Pasorapa,1753.0,419.0,1256.0,78.0,42.0,1633.0,78.0,4.0,1671.0,78.0,2.0,1673.0,78.0,68.0,1607.0,78.0,25.0149254,74.9850746,2.5074627,97.4925373,0.238806,99.761194,0.119403,99.880597,4.0597015,95.9402985
464,Municipio/TIOC,Cochabamba,Campero,Pasorapa,Urbana,671.0,392.0,253.0,26.0,42.0,603.0,26.0,2.0,643.0,26.0,2.0,643.0,26.0,68.0,577.0,26.0,60.7751938,39.2248062,6.5116279,93.4883721,0.3100775,99.6899225,0.3100775,99.6899225,10.5426357,89.4573643
465,Municipio/TIOC,Cochabamba,Campero,Pasorapa,Rural,1082.0,27.0,1003.0,52.0,0.0,1030.0,52.0,2.0,1028.0,52.0,0.0,1030.0,52.0,0.0,1030.0,52.0,2.6213592,97.3786408,0.0,100.0,0.1941748,99.8058252,0.0,100.0,0.0,100.0
466,Municipio/TIOC,Cochabamba,Campero,Omereque,Omereque,1920.0,993.0,854.0,73.0,107.0,1740.0,73.0,20.0,1827.0,73.0,21.0,1826.0,73.0,127.0,1720.0,73.0,53.7628587,46.2371413,5.7931781,94.2068219,1.082837,98.917163,1.1369789,98.8630211,6.8760152,93.1239848
467,Municipio/TIOC,Cochabamba,Campero,Omereque,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Municipio/TIOC,Cochabamba,Campero,Omereque,Rural,1920.0,993.0,854.0,73.0,107.0,1740.0,73.0,20.0,1827.0,73.0,21.0,1826.0,73.0,127.0,1720.0,73.0,53.7628587,46.2371413,5.7931781,94.2068219,1.082837,98.917163,1.1369789,98.8630211,6.8760152,93.1239848
469,Provincia,Cochabamba,Ayopaya,,Ayopaya,21034.0,1768.0,18314.0,952.0,185.0,19898.0,951.0,129.0,19954.0,951.0,40.0,20042.0,952.0,333.0,19746.0,955.0,8.803904,91.196096,0.9211771,99.0788229,0.6423343,99.3576657,0.1991833,99.8008167,1.6584491,98.3415509
470,Provincia,Cochabamba,Ayopaya,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Provincia,Cochabamba,Ayopaya,,Rural,21034.0,1768.0,18314.0,952.0,185.0,19898.0,951.0,129.0,19954.0,951.0,40.0,20042.0,952.0,333.0,19746.0,955.0,8.803904,91.196096,0.9211771,99.0788229,0.6423343,99.3576657,0.1991833,99.8008167,1.6584491,98.3415509
472,Municipio/TIOC,Cochabamba,Ayopaya,Ayopaya,Ayopaya,8442.0,1120.0,6975.0,347.0,130.0,7966.0,346.0,79.0,8018.0,345.0,18.0,8078.0,346.0,284.0,7814.0,344.0,13.8357011,86.1642989,1.6057312,98.3942688,0.97567,99.02433,0.222332,99.777668,3.5070388,96.4929612
473,Municipio/TIOC,Cochabamba,Ayopaya,Ayopaya,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Municipio/TIOC,Cochabamba,Ayopaya,Ayopaya,Rural,8442.0,1120.0,6975.0,347.0,130.0,7966.0,346.0,79.0,8018.0,345.0,18.0,8078.0,346.0,284.0,7814.0,344.0,13.8357011,86.1642989,1.6057312,98.3942688,0.97567,99.02433,0.222332,99.777668,3.5070388,96.4929612
475,Municipio/TIOC,Cochabamba,Ayopaya,Morochata,Morochata,5081.0,280.0,4572.0,229.0,34.0,4818.0,229.0,16.0,4836.0,229.0,10.0,4842.0,229.0,22.0,4829.0,230.0,5.7708162,94.2291838,0.700742,99.299258,0.3297609,99.6702391,0.2061006,99.7938994,0.4535147,99.5464853
476,Municipio/TIOC,Cochabamba,Ayopaya,Morochata,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Municipio/TIOC,Cochabamba,Ayopaya,Morochata,Rural,5081.0,280.0,4572.0,229.0,34.0,4818.0,229.0,16.0,4836.0,229.0,10.0,4842.0,229.0,22.0,4829.0,230.0,5.7708162,94.2291838,0.700742,99.299258,0.3297609,99.6702391,0.2061006,99.7938994,0.4535147,99.5464853
478,Municipio/TIOC,Cochabamba,Ayopaya,Cocapata,Cocapata,7511.0,368.0,6767.0,376.0,21.0,7114.0,376.0,34.0,7100.0,377.0,12.0,7122.0,377.0,27.0,7103.0,381.0,5.1576734,94.8423266,0.2943238,99.7056762,0.476591,99.523409,0.1682086,99.8317914,0.3786816,99.6213184
479,Municipio/TIOC,Cochabamba,Ayopaya,Cocapata,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Municipio/TIOC,Cochabamba,Ayopaya,Cocapata,Rural,7511.0,368.0,6767.0,376.0,21.0,7114.0,376.0,34.0,7100.0,377.0,12.0,7122.0,377.0,27.0,7103.0,381.0,5.1576734,94.8423266,0.2943238,99.7056762,0.476591,99.523409,0.1682086,99.8317914,0.3786816,99.6213184
481,Provincia,Cochabamba,Esteban Arze,,Esteban Arze,20096.0,7085.0,12231.0,780.0,1031.0,18284.0,781.0,411.0,18903.0,782.0,99.0,19214.0,783.0,1323.0,17991.0,782.0,36.6794367,63.3205633,5.3378203,94.6621797,2.1279901,97.8720099,0.5126081,99.4873919,6.8499534,93.1500466
482,Provincia,Cochabamba,Esteban Arze,,Urbana,8824.0,3814.0,4706.0,304.0,613.0,7907.0,304.0,184.0,8336.0,304.0,56.0,8464.0,304.0,714.0,7805.0,305.0,44.7652582,55.2347418,7.1948357,92.8051643,2.1596244,97.8403756,0.657277,99.342723,8.3812654,91.6187346
483,Provincia,Cochabamba,Esteban Arze,,Rural,11272.0,3271.0,7525.0,476.0,418.0,10377.0,477.0,227.0,10567.0,478.0,43.0,10750.0,479.0,609.0,10186.0,477.0,30.2982586,69.7017414,3.872163,96.127837,2.1030202,97.8969798,0.3984064,99.6015936,5.6415007,94.3584993
484,Municipio/TIOC,Cochabamba,Esteban Arze,Tarata,Tarata,4030.0,1692.0,2204.0,134.0,290.0,3606.0,134.0,92.0,3804.0,134.0,20.0,3876.0,134.0,427.0,3469.0,134.0,43.4291581,56.5708419,7.4435318,92.5564682,2.3613963,97.6386037,0.513347,99.486653,10.9599589,89.0400411
485,Municipio/TIOC,Cochabamba,Esteban Arze,Tarata,Urbana,1431.0,992.0,405.0,34.0,226.0,1171.0,34.0,64.0,1333.0,34.0,9.0,1388.0,34.0,323.0,1074.0,34.0,71.0093057,28.9906943,16.1775233,83.8224767,4.5812455,95.4187545,0.6442377,99.3557623,23.1209735,76.8790265
486,Municipio/TIOC,Cochabamba,Esteban Arze,Tarata,Rural,2599.0,700.0,1799.0,100.0,64.0,2435.0,100.0,28.0,2471.0,100.0,11.0,2488.0,100.0,104.0,2395.0,100.0,28.0112045,71.9887955,2.5610244,97.4389756,1.1204482,98.8795518,0.4401761,99.5598239,4.1616647,95.8383353
487,Municipio/TIOC,Cochabamba,Esteban Arze,Anzaldo,Anzaldo,3362.0,414.0,2784.0,164.0,37.0,3161.0,164.0,27.0,3170.0,165.0,2.0,3194.0,166.0,50.0,3148.0,164.0,12.945591,87.054409,1.1569731,98.8430269,0.8445418,99.1554582,0.0625782,99.9374218,1.5634772,98.4365228
488,Municipio/TIOC,Cochabamba,Esteban Arze,Anzaldo,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Municipio/TIOC,Cochabamba,Esteban Arze,Anzaldo,Rural,3362.0,414.0,2784.0,164.0,37.0,3161.0,164.0,27.0,3170.0,165.0,2.0,3194.0,166.0,50.0,3148.0,164.0,12.945591,87.054409,1.1569731,98.8430269,0.8445418,99.1554582,0.0625782,99.9374218,1.5634772,98.4365228
490,Municipio/TIOC,Cochabamba,Esteban Arze,Arbieto,Arbieto,10848.0,4824.0,5627.0,397.0,699.0,9752.0,397.0,282.0,10169.0,397.0,75.0,10376.0,397.0,831.0,9619.0,398.0,46.1582624,53.8417376,6.6883552,93.3116448,2.6983064,97.3016936,0.7176347,99.2823653,7.9521531,92.0478469
491,Municipio/TIOC,Cochabamba,Esteban Arze,Arbieto,Urbana,7393.0,2822.0,4301.0,270.0,387.0,6736.0,270.0,120.0,7003.0,270.0,47.0,7076.0,270.0,391.0,6731.0,271.0,39.6181384,60.3818616,5.433104,94.566896,1.6846834,98.3153166,0.6598343,99.3401657,5.4900309,94.5099691
492,Municipio/TIOC,Cochabamba,Esteban Arze,Arbieto,Rural,3455.0,2002.0,1326.0,127.0,312.0,3016.0,127.0,162.0,3166.0,127.0,28.0,3300.0,127.0,440.0,2888.0,127.0,60.15625,39.84375,9.375,90.625,4.8677885,95.1322115,0.8413462,99.1586538,13.2211538,86.7788462
493,Municipio/TIOC,Cochabamba,Esteban Arze,Sacabamba,Sacabamba,1856.0,155.0,1616.0,85.0,5.0,1765.0,86.0,10.0,1760.0,86.0,2.0,1768.0,86.0,15.0,1755.0,86.0,8.7521174,91.2478826,0.2824859,99.7175141,0.5649718,99.4350282,0.1129944,99.8870056,0.8474576,99.1525424
494,Municipio/TIOC,Cochabamba,Esteban Arze,Sacabamba,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Municipio/TIOC,Cochabamba,Esteban Arze,Sacabamba,Rural,1856.0,155.0,1616.0,85.0,5.0,1765.0,86.0,10.0,1760.0,86.0,2.0,1768.0,86.0,15.0,1755.0,86.0,8.7521174,91.2478826,0.2824859,99.7175141,0.5649718,99.4350282,0.1129944,99.8870056,0.8474576,99.1525424
496,Provincia,Cochabamba,Arani,,Arani,7847.0,2418.0,5148.0,281.0,344.0,7223.0,280.0,100.0,7465.0,282.0,43.0,7524.0,280.0,444.0,7121.0,282.0,31.9587629,68.0412371,4.5460552,95.4539448,1.3218771,98.6781229,0.5682569,99.4317431,5.8691342,94.1308658
497,Provincia,Cochabamba,Arani,,Urbana,1373.0,905.0,432.0,36.0,200.0,1137.0,36.0,36.0,1301.0,36.0,13.0,1324.0,36.0,245.0,1092.0,36.0,67.6888556,32.3111444,14.9588631,85.0411369,2.6925954,97.3074046,0.9723261,99.0276739,18.3246073,81.6753927
498,Provincia,Cochabamba,Arani,,Rural,6474.0,1513.0,4716.0,245.0,144.0,6086.0,244.0,64.0,6164.0,246.0,30.0,6200.0,244.0,199.0,6029.0,246.0,24.2896131,75.7103869,2.3113965,97.6886035,1.0276172,98.9723828,0.4815409,99.5184591,3.1952473,96.8047527
499,Municipio/TIOC,Cochabamba,Arani,Arani,Arani,4241.0,2055.0,2061.0,125.0,298.0,3818.0,125.0,55.0,4060.0,126.0,23.0,4093.0,125.0,374.0,3742.0,125.0,49.9271137,50.0728863,7.2400389,92.7599611,1.3365735,98.6634265,0.5587949,99.4412051,9.0864917,90.9135083
500,Municipio/TIOC,Cochabamba,Arani,Arani,Urbana,1373.0,905.0,432.0,36.0,200.0,1137.0,36.0,36.0,1301.0,36.0,13.0,1324.0,36.0,245.0,1092.0,36.0,67.6888556,32.3111444,14.9588631,85.0411369,2.6925954,97.3074046,0.9723261,99.0276739,18.3246073,81.6753927
501,Municipio/TIOC,Cochabamba,Arani,Arani,Rural,2868.0,1150.0,1629.0,89.0,98.0,2681.0,89.0,19.0,2759.0,90.0,10.0,2769.0,89.0,129.0,2650.0,89.0,41.381792,58.618208,3.5264484,96.4735516,0.6839453,99.3160547,0.3598417,99.6401583,4.6419575,95.3580425
502,Municipio/TIOC,Cochabamba,Arani,Vacas,Vacas,3606.0,363.0,3087.0,156.0,46.0,3405.0,155.0,45.0,3405.0,156.0,20.0,3431.0,155.0,70.0,3379.0,157.0,10.5217391,89.4782609,1.332947,98.667053,1.3043478,98.6956522,0.5795422,99.4204578,2.0295738,97.9704262
503,Municipio/TIOC,Cochabamba,Arani,Vacas,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Municipio/TIOC,Cochabamba,Arani,Vacas,Rural,3606.0,363.0,3087.0,156.0,46.0,3405.0,155.0,45.0,3405.0,156.0,20.0,3431.0,155.0,70.0,3379.0,157.0,10.5217391,89.4782609,1.332947,98.667053,1.3043478,98.6956522,0.5795422,99.4204578,2.0295738,97.9704262
505,Provincia,Cochabamba,Arque,,Arque,8126.0,333.0,7308.0,485.0,30.0,7612.0,484.0,36.0,7603.0,487.0,6.0,7631.0,489.0,54.0,7582.0,490.0,4.3580683,95.6419317,0.3925674,99.6074326,0.4712659,99.5287341,0.0785649,99.9214351,0.7071765,99.2928235
506,Provincia,Cochabamba,Arque,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Provincia,Cochabamba,Arque,,Rural,8126.0,333.0,7308.0,485.0,30.0,7612.0,484.0,36.0,7603.0,487.0,6.0,7631.0,489.0,54.0,7582.0,490.0,4.3580683,95.6419317,0.3925674,99.6074326,0.4712659,99.5287341,0.0785649,99.9214351,0.7071765,99.2928235
508,Municipio/TIOC,Cochabamba,Arque,Arque,Arque,3900.0,265.0,3381.0,254.0,24.0,3622.0,254.0,19.0,3626.0,255.0,3.0,3641.0,256.0,43.0,3600.0,257.0,7.2682392,92.7317608,0.6582556,99.3417444,0.521262,99.478738,0.0823271,99.9176729,1.1803459,98.8196541
509,Municipio/TIOC,Cochabamba,Arque,Arque,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Municipio/TIOC,Cochabamba,Arque,Arque,Rural,3900.0,265.0,3381.0,254.0,24.0,3622.0,254.0,19.0,3626.0,255.0,3.0,3641.0,256.0,43.0,3600.0,257.0,7.2682392,92.7317608,0.6582556,99.3417444,0.521262,99.478738,0.0823271,99.9176729,1.1803459,98.8196541
511,Municipio/TIOC,Cochabamba,Arque,Tacopaya,Tacopaya,4226.0,68.0,3927.0,231.0,6.0,3990.0,230.0,17.0,3977.0,232.0,3.0,3990.0,233.0,11.0,3982.0,233.0,1.7021277,98.2978723,0.1501502,99.8498498,0.4256385,99.5743615,0.0751315,99.9248685,0.2754821,99.7245179
512,Municipio/TIOC,Cochabamba,Arque,Tacopaya,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Municipio/TIOC,Cochabamba,Arque,Tacopaya,Rural,4226.0,68.0,3927.0,231.0,6.0,3990.0,230.0,17.0,3977.0,232.0,3.0,3990.0,233.0,11.0,3982.0,233.0,1.7021277,98.2978723,0.1501502,99.8498498,0.4256385,99.5743615,0.0751315,99.9248685,0.2754821,99.7245179
514,Provincia,Cochabamba,Capinota,,Capinota,11318.0,5513.0,5430.0,375.0,960.0,9986.0,372.0,347.0,10600.0,371.0,93.0,10853.0,372.0,1392.0,9554.0,372.0,50.3792379,49.6207621,8.7703271,91.2296729,3.1698182,96.8301818,0.8496254,99.1503746,12.7169742,87.2830258
515,Provincia,Cochabamba,Capinota,,Urbana,2765.0,2118.0,570.0,77.0,513.0,2175.0,77.0,147.0,2542.0,76.0,48.0,2640.0,77.0,760.0,1928.0,77.0,78.7946429,21.2053571,19.0848214,80.9151786,5.4667163,94.5332837,1.7857143,98.2142857,28.2738095,71.7261905
516,Provincia,Cochabamba,Capinota,,Rural,8553.0,3395.0,4860.0,298.0,447.0,7811.0,295.0,200.0,8058.0,295.0,45.0,8213.0,295.0,632.0,7626.0,295.0,41.1265899,58.8734101,5.4129329,94.5870671,2.4218939,97.5781061,0.5449261,99.4550739,7.6531848,92.3468152
