N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2001 | Total,NÚMERO DE VIVIENDAS | 2001 | Tiene,NÚMERO DE VIVIENDAS | 2001 | No tiene,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Tiene,NÚMERO DE VIVIENDAS | 2012 | No tiene,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Tiene,NÚMERO DE VIVIENDAS | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
870,Municipio/TIOC,Potosí,Charcas,Toro Toro,Rural,2696,100,2596,3511,1251,2260,4192,2184,2008,3.7091988,96.2908012,35.6308744,64.3691256,52.0992366,47.9007634
871,Provincia,Potosí,Nor Chichas,,Nor Chichas,9208,1287,7921,12595,8734,3861,15104,11576,3528,13.9769765,86.0230235,69.3449782,30.6550218,76.6419492,23.3580508
872,Provincia,Potosí,Nor Chichas,,Urbana,,,,1765,1583,182,1322,1239,83,,,89.6883853,10.3116147,93.7216339,6.2783661
873,Provincia,Potosí,Nor Chichas,,Rural,9208,1287,7921,10830,7151,3679,13782,10337,3445,13.9769765,86.0230235,66.0295476,33.9704524,75.0036279,24.9963721
874,Municipio/TIOC,Potosí,Nor Chichas,Cotagaita,Cotagaita,6299,866,5433,9471,6402,3069,11224,8567,2657,13.748214,86.251786,67.5958188,32.4041812,76.3275125,23.6724875
875,Municipio/TIOC,Potosí,Nor Chichas,Cotagaita,Urbana,,,,1765,1583,182,1322,1239,83,,,89.6883853,10.3116147,93.7216339,6.2783661
876,Municipio/TIOC,Potosí,Nor Chichas,Cotagaita,Rural,6299,866,5433,7706,4819,2887,9902,7328,2574,13.748214,86.251786,62.5356865,37.4643135,74.0052515,25.9947485
877,Municipio/TIOC,Potosí,Nor Chichas,Vitichi,Vitichi,2909,421,2488,3124,2332,792,3880,3009,871,14.4723273,85.5276727,74.6478873,25.3521127,77.5515464,22.4484536
878,Municipio/TIOC,Potosí,Nor Chichas,Vitichi,Urbana,,,,,,,,,,,,,,,
879,Municipio/TIOC,Potosí,Nor Chichas,Vitichi,Rural,2909,421,2488,3124,2332,792,3880,3009,871,14.4723273,85.5276727,74.6478873,25.3521127,77.5515464,22.4484536
880,Provincia,Potosí,Alonso de Ibáñez,,Alonso de Ibáñez,6953,470,6483,8359,4513,3846,10296,7577,2719,6.7596721,93.2403279,53.9897117,46.0102883,73.5916861,26.4083139
881,Provincia,Potosí,Alonso de Ibáñez,,Urbana,,,,914,757,157,1026,927,99,,,82.8227571,17.1772429,90.3508772,9.6491228
882,Provincia,Potosí,Alonso de Ibáñez,,Rural,6953,470,6483,7445,3756,3689,9270,6650,2620,6.7596721,93.2403279,50.4499664,49.5500336,71.7367853,28.2632147
883,Municipio/TIOC,Potosí,Alonso de Ibáñez,Sacaca,Sacaca,4655,408,4247,5618,3241,2377,6779,5086,1693,8.7647691,91.2352309,57.6895692,42.3104308,75.025815,24.974185
884,Municipio/TIOC,Potosí,Alonso de Ibáñez,Sacaca,Urbana,,,,914,757,157,1026,927,99,,,82.8227571,17.1772429,90.3508772,9.6491228
885,Municipio/TIOC,Potosí,Alonso de Ibáñez,Sacaca,Rural,4655,408,4247,4704,2484,2220,5753,4159,1594,8.7647691,91.2352309,52.8061224,47.1938776,72.2927168,27.7072832
886,Municipio/TIOC,Potosí,Alonso de Ibáñez,Caripuyo,Caripuyo,2298,62,2236,2741,1272,1469,3517,2491,1026,2.6979983,97.3020017,46.406421,53.593579,70.8274097,29.1725903
887,Municipio/TIOC,Potosí,Alonso de Ibáñez,Caripuyo,Urbana,,,,,,,,,,,,,,,
888,Municipio/TIOC,Potosí,Alonso de Ibáñez,Caripuyo,Rural,2298,62,2236,2741,1272,1469,3517,2491,1026,2.6979983,97.3020017,46.406421,53.593579,70.8274097,29.1725903
889,Provincia,Potosí,Sur Chichas,,Sur Chichas,12709,7363,5346,16895,14557,2338,19627,17973,1654,57.9353214,42.0646786,86.1615863,13.8384137,91.5728333,8.4271667
890,Provincia,Potosí,Sur Chichas,,Urbana,6656,6155,501,9081,8914,167,9327,9221,106,92.4729567,7.5270433,98.1609955,1.8390045,98.8635145,1.1364855
891,Provincia,Potosí,Sur Chichas,,Rural,6053,1208,4845,7814,5643,2171,10300,8752,1548,19.9570461,80.0429539,72.2165344,27.7834656,84.9708738,15.0291262
892,Municipio/TIOC,Potosí,Sur Chichas,Tupiza,Tupiza,10148,5305,4843,13319,11235,2084,15876,14443,1433,52.2763106,47.7236894,84.3531797,15.6468203,90.9737969,9.0262031
893,Municipio/TIOC,Potosí,Sur Chichas,Tupiza,Urbana,5396,4999,397,7534,7398,136,9327,9221,106,92.6426983,7.3573017,98.19485,1.80515,98.8635145,1.1364855
894,Municipio/TIOC,Potosí,Sur Chichas,Tupiza,Rural,4752,306,4446,5785,3837,1948,6549,5222,1327,6.4393939,93.5606061,66.326707,33.673293,79.7373645,20.2626355
895,Municipio/TIOC,Potosí,Sur Chichas,Atocha,Atocha,2561,2058,503,3576,3322,254,3751,3530,221,80.3592347,19.6407653,92.8970917,7.1029083,94.1082378,5.8917622
896,Municipio/TIOC,Potosí,Sur Chichas,Atocha,Urbana,1260,1156,104,1547,1516,31,,,,91.7460317,8.2539683,97.9961215,2.0038785,,
897,Municipio/TIOC,Potosí,Sur Chichas,Atocha,Rural,1301,902,399,2029,1806,223,3751,3530,221,69.3312836,30.6687164,89.0093642,10.9906358,94.1082378,5.8917622
898,Provincia,Potosí,Nor Lípez,,Nor Lípez,2451,91,2360,3679,2662,1017,4822,4256,566,3.7127703,96.2872297,72.3566186,27.6433814,88.2621319,11.7378681
899,Provincia,Potosí,Nor Lípez,,Urbana,,,,,,,711,699,12,,,,,98.3122363,1.6877637
900,Provincia,Potosí,Nor Lípez,,Rural,2451,91,2360,3679,2662,1017,4111,3557,554,3.7127703,96.2872297,72.3566186,27.6433814,86.5239601,13.4760399
901,Municipio/TIOC,Potosí,Nor Lípez,"Colcha ""K""","Colcha ""K""",2241,85,2156,3307,2430,877,4165,3719,446,3.7929496,96.2070504,73.4804959,26.5195041,89.2917167,10.7082833
902,Municipio/TIOC,Potosí,Nor Lípez,"Colcha ""K""",Urbana,,,,,,,711,699,12,,,,,98.3122363,1.6877637
903,Municipio/TIOC,Potosí,Nor Lípez,"Colcha ""K""",Rural,2241,85,2156,3307,2430,877,3454,3020,434,3.7929496,96.2070504,73.4804959,26.5195041,87.4348581,12.5651419
904,Municipio/TIOC,Potosí,Nor Lípez,San Pedro de Quemes,San Pedro de Quemes,210,6,204,372,232,140,657,537,120,2.8571429,97.1428571,62.3655914,37.6344086,81.7351598,18.2648402
905,Municipio/TIOC,Potosí,Nor Lípez,San Pedro de Quemes,Urbana,,,,,,,,,,,,,,,
906,Municipio/TIOC,Potosí,Nor Lípez,San Pedro de Quemes,Rural,210,6,204,372,232,140,657,537,120,2.8571429,97.1428571,62.3655914,37.6344086,81.7351598,18.2648402
907,Provincia,Potosí,Sur Lípez,,Sur Lípez,1186,15,1171,1944,1249,695,2125,1123,1002,1.2647555,98.7352445,64.2489712,35.7510288,52.8470588,47.1529412
908,Provincia,Potosí,Sur Lípez,,Urbana,,,,,,,,,,,,,,,
909,Provincia,Potosí,Sur Lípez,,Rural,1186,15,1171,1944,1249,695,2125,1123,1002,1.2647555,98.7352445,64.2489712,35.7510288,52.8470588,47.1529412
910,Municipio/TIOC,Potosí,Sur Lípez,San Pablo,San Pablo,629,5,624,871,679,192,1111,729,382,0.7949126,99.2050874,77.956372,22.043628,65.6165617,34.3834383
911,Municipio/TIOC,Potosí,Sur Lípez,San Pablo,Urbana,,,,,,,,,,,,,,,
912,Municipio/TIOC,Potosí,Sur Lípez,San Pablo,Rural,629,5,624,871,679,192,1111,729,382,0.7949126,99.2050874,77.956372,22.043628,65.6165617,34.3834383
913,Municipio/TIOC,Potosí,Sur Lípez,Mojinete,Mojinete,196,3,193,358,116,242,324,112,212,1.5306122,98.4693878,32.4022346,67.5977654,34.5679012,65.4320988
914,Municipio/TIOC,Potosí,Sur Lípez,Mojinete,Urbana,,,,,,,,,,,,,,,
915,Municipio/TIOC,Potosí,Sur Lípez,Mojinete,Rural,196,3,193,358,116,242,324,112,212,1.5306122,98.4693878,32.4022346,67.5977654,34.5679012,65.4320988
916,Municipio/TIOC,Potosí,Sur Lípez,San Antonio de Esmoruco,San Antonio de Esmoruco,361,7,354,715,454,261,690,282,408,1.9390582,98.0609418,63.4965035,36.5034965,40.8695652,59.1304348
917,Municipio/TIOC,Potosí,Sur Lípez,San Antonio de Esmoruco,Urbana,,,,,,,,,,,,,,,
918,Municipio/TIOC,Potosí,Sur Lípez,San Antonio de Esmoruco,Rural,361,7,354,715,454,261,690,282,408,1.9390582,98.0609418,63.4965035,36.5034965,40.8695652,59.1304348
919,Provincia,Potosí,José María Linares,,José María Linares,13030,3948,9082,14472,9241,5231,15097,11587,3510,30.2993093,69.7006907,63.8543394,36.1456606,76.7503478,23.2496522
920,Provincia,Potosí,José María Linares,,Urbana,,,,722,532,190,1230,1013,217,,,73.6842105,26.3157895,82.3577236,17.6422764
921,Provincia,Potosí,José María Linares,,Rural,13030,3948,9082,13750,8709,5041,13867,10574,3293,30.2993093,69.7006907,63.3381818,36.6618182,76.2529747,23.7470253
922,Municipio/TIOC,Potosí,José María Linares,Puna,Puna,6512,2423,4089,7103,4863,2240,6251,5050,1201,37.208231,62.791769,68.4640293,31.5359707,80.7870741,19.2129259
923,Municipio/TIOC,Potosí,José María Linares,Puna,Urbana,,,,,,,,,,,,,,,
924,Municipio/TIOC,Potosí,José María Linares,Puna,Rural,6512,2423,4089,7103,4863,2240,6251,5050,1201,37.208231,62.791769,68.4640293,31.5359707,80.7870741,19.2129259
925,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""","Caiza ""D""",2950,1108,1842,3543,2401,1142,4643,3651,992,37.559322,62.440678,67.7674287,32.2325713,78.6345036,21.3654964
926,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""",Urbana,,,,722,532,190,1230,1013,217,,,73.6842105,26.3157895,82.3577236,17.6422764
927,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""",Rural,2950,1108,1842,2821,1869,952,3413,2638,775,37.559322,62.440678,66.2531017,33.7468983,77.2927044,22.7072956
928,Municipio/TIOC,Potosí,José María Linares,Ckochas,Ckochas,3568,417,3151,3826,1977,1849,4203,2886,1317,11.6872197,88.3127803,51.6727653,48.3272347,68.6652391,31.3347609
929,Municipio/TIOC,Potosí,José María Linares,Ckochas,Urbana,,,,,,,,,,,,,,,
930,Municipio/TIOC,Potosí,José María Linares,Ckochas,Rural,3568,417,3151,3826,1977,1849,4203,2886,1317,11.6872197,88.3127803,51.6727653,48.3272347,68.6652391,31.3347609
931,Provincia,Potosí,Antonio Quijarro,,Antonio Quijarro,10283,4906,5377,17969,13425,4544,24344,21543,2801,47.7098123,52.2901877,74.712004,25.287996,88.4940848,11.5059152
932,Provincia,Potosí,Antonio Quijarro,,Urbana,2810,2717,93,8008,7727,281,13151,12645,506,96.6903915,3.3096085,96.491009,3.508991,96.1523838,3.8476162
933,Provincia,Potosí,Antonio Quijarro,,Rural,7473,2189,5284,9961,5698,4263,11193,8898,2295,29.2921183,70.7078817,57.2030921,42.7969079,79.4961136,20.5038864
934,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Uyuni,5130,3184,1946,9597,7732,1865,13134,11984,1150,62.0662768,37.9337232,80.5668438,19.4331562,91.2440993,8.7559007
935,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Urbana,2810,2717,93,5768,5534,234,9037,8559,478,96.6903915,3.3096085,95.9431345,4.0568655,94.7106341,5.2893659
936,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Rural,2320,467,1853,3829,2198,1631,4097,3425,672,20.1293103,79.8706897,57.4040219,42.5959781,83.5977545,16.4022455
937,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Tomave,2349,206,2143,3077,1771,1306,3317,2584,733,8.7696892,91.2303108,57.5560611,42.4439389,77.9017184,22.0982816
938,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Urbana,,,,,,,,,,,,,,,
939,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Rural,2349,206,2143,3077,1771,1306,3317,2584,733,8.7696892,91.2303108,57.5560611,42.4439389,77.9017184,22.0982816
940,Municipio/TIOC,Potosí,Antonio Quijarro,Porco,Porco,1427,850,577,3156,2537,619,5286,4981,305,59.5655221,40.4344779,80.3865653,19.6134347,94.2300416,5.7699584
941,Municipio/TIOC,Potosí,Antonio Quijarro,Porco,Urbana,,,,2240,2193,47,4114,4086,28,,,97.9017857,2.0982143,99.3193972,0.6806028
942,Municipio/TIOC,Potosí,Antonio Quijarro,Porco,Rural,1427,850,577,916,344,572,1172,895,277,59.5655221,40.4344779,37.5545852,62.4454148,76.3651877,23.6348123
943,Municipio/TIOC,Potosí,Antonio Quijarro,TIOC-Jatun Ayllu Yura,TIOC-Jatun Ayllu Yura,1377,666,711,2139,1385,754,2607,1994,613,48.3660131,51.6339869,64.7498831,35.2501169,76.4863828,23.5136172
944,Municipio/TIOC,Potosí,Antonio Quijarro,TIOC-Jatun Ayllu Yura,Urbana,,,,,,,,,,,,,,,
945,Municipio/TIOC,Potosí,Antonio Quijarro,TIOC-Jatun Ayllu Yura,Rural,1377,666,711,2139,1385,754,2607,1994,613,48.3660131,51.6339869,64.7498831,35.2501169,76.4863828,23.5136172
946,Provincia,Potosí,General Bernardino Bilbao,,General Bernardino Bilbao,2790,66,2724,3017,1680,1337,3288,2352,936,2.3655914,97.6344086,55.6844548,44.3155452,71.5328467,28.4671533
947,Provincia,Potosí,General Bernardino Bilbao,,Urbana,,,,,,,,,,,,,,,
948,Provincia,Potosí,General Bernardino Bilbao,,Rural,2790,66,2724,3017,1680,1337,3288,2352,936,2.3655914,97.6344086,55.6844548,44.3155452,71.5328467,28.4671533
949,Municipio/TIOC,Potosí,General Bernardino Bilbao,Arampampa,Arampampa,1312,20,1292,1298,591,707,1457,1018,439,1.5243902,98.4756098,45.5315871,54.4684129,69.8695951,30.1304049
950,Municipio/TIOC,Potosí,General Bernardino Bilbao,Arampampa,Urbana,,,,,,,,,,,,,,,
951,Municipio/TIOC,Potosí,General Bernardino Bilbao,Arampampa,Rural,1312,20,1292,1298,591,707,1457,1018,439,1.5243902,98.4756098,45.5315871,54.4684129,69.8695951,30.1304049
952,Municipio/TIOC,Potosí,General Bernardino Bilbao,Acasio,Acasio,1478,46,1432,1719,1089,630,1831,1334,497,3.1123139,96.8876861,63.3507853,36.6492147,72.8563626,27.1436374
953,Municipio/TIOC,Potosí,General Bernardino Bilbao,Acasio,Urbana,,,,,,,,,,,,,,,
954,Municipio/TIOC,Potosí,General Bernardino Bilbao,Acasio,Rural,1478,46,1432,1719,1089,630,1831,1334,497,3.1123139,96.8876861,63.3507853,36.6492147,72.8563626,27.1436374
955,Provincia,Potosí,Daniel Campos,,Daniel Campos,1433,38,1395,2183,1309,874,2598,2272,326,2.6517795,97.3482205,59.9633532,40.0366468,87.4518861,12.5481139
956,Provincia,Potosí,Daniel Campos,,Urbana,,,,,,,,,,,,,,,
957,Provincia,Potosí,Daniel Campos,,Rural,1433,38,1395,2183,1309,874,2598,2272,326,2.6517795,97.3482205,59.9633532,40.0366468,87.4518861,12.5481139
958,Municipio/TIOC,Potosí,Daniel Campos,Llica,Llica,823,26,797,1504,824,680,1856,1712,144,3.1591738,96.8408262,54.787234,45.212766,92.2413793,7.7586207
959,Municipio/TIOC,Potosí,Daniel Campos,Llica,Urbana,,,,,,,,,,,,,,,
960,Municipio/TIOC,Potosí,Daniel Campos,Llica,Rural,823,26,797,1504,824,680,1856,1712,144,3.1591738,96.8408262,54.787234,45.212766,92.2413793,7.7586207
961,Municipio/TIOC,Potosí,Daniel Campos,Tahua,Tahua,610,12,598,679,485,194,742,560,182,1.9672131,98.0327869,71.4285714,28.5714286,75.4716981,24.5283019
962,Municipio/TIOC,Potosí,Daniel Campos,Tahua,Urbana,,,,,,,,,,,,,,,
963,Municipio/TIOC,Potosí,Daniel Campos,Tahua,Rural,610,12,598,679,485,194,742,560,182,1.9672131,98.0327869,71.4285714,28.5714286,75.4716981,24.5283019
964,Provincia,Potosí,Modesto Omiste,,Modesto Omiste,8965,5695,3270,12074,10535,1539,14433,13468,965,63.5248187,36.4751813,87.2536028,12.7463972,93.3139333,6.6860667
965,Provincia,Potosí,Modesto Omiste,,Urbana,6863,5595,1268,9384,8934,450,11445,11139,306,81.5241148,18.4758852,95.2046036,4.7953964,97.3263434,2.6736566
966,Provincia,Potosí,Modesto Omiste,,Rural,2102,100,2002,2690,1601,1089,2988,2329,659,4.7573739,95.2426261,59.5167286,40.4832714,77.9451138,22.0548862
967,Municipio/TIOC,Potosí,Modesto Omiste,Villazón,Villazón,8965,5695,3270,12074,10535,1539,14433,13468,965,63.5248187,36.4751813,87.2536028,12.7463972,93.3139333,6.6860667
968,Municipio/TIOC,Potosí,Modesto Omiste,Villazón,Urbana,6863,5595,1268,9384,8934,450,11445,11139,306,81.5241148,18.4758852,95.2046036,4.7953964,97.3263434,2.6736566
969,Municipio/TIOC,Potosí,Modesto Omiste,Villazón,Rural,2102,100,2002,2690,1601,1089,2988,2329,659,4.7573739,95.2426261,59.5167286,40.4832714,77.9451138,22.0548862
970,Provincia,Potosí,Enrique Baldivieso,,Enrique Baldivieso,360,1,359,489,312,177,667,608,59,0.2777778,99.7222222,63.803681,36.196319,91.1544228,8.8455772
971,Provincia,Potosí,Enrique Baldivieso,,Urbana,,,,,,,,,,,,,,,
972,Provincia,Potosí,Enrique Baldivieso,,Rural,360,1,359,489,312,177,667,608,59,0.2777778,99.7222222,63.803681,36.196319,91.1544228,8.8455772
973,Municipio/TIOC,Potosí,Enrique Baldivieso,San Agustín,San Agustín,360,1,359,489,312,177,667,608,59,0.2777778,99.7222222,63.803681,36.196319,91.1544228,8.8455772
974,Municipio/TIOC,Potosí,Enrique Baldivieso,San Agustín,Urbana,,,,,,,,,,,,,,,
975,Municipio/TIOC,Potosí,Enrique Baldivieso,San Agustín,Rural,360,1,359,489,312,177,667,608,59,0.2777778,99.7222222,63.803681,36.196319,91.1544228,8.8455772
976,Departamento,Tarija,,,Tarija,87157,60291,26866,126248,113554,12694,160254,153860,6394,69.1751667,30.8248333,89.9451873,10.0548127,96.010084,3.989916
977,Departamento,Tarija,,,Urbana,57429,50717,6712,81982,79197,2785,110632,109598,1034,88.312525,11.687475,96.6029128,3.3970872,99.0653699,0.9346301
978,Departamento,Tarija,,,Rural,29728,9574,20154,44266,34357,9909,49622,44262,5360,32.2053283,67.7946717,77.6148737,22.3851263,89.1983394,10.8016606
979,Provincia,Tarija,Cercado,,Cercado,36126,31272,4854,54926,51727,3199,72709,71380,1329,86.5636937,13.4363063,94.1758002,5.8241998,98.1721658,1.8278342
980,Provincia,Tarija,Cercado,,Urbana,32135,29585,2550,47826,46339,1487,65296,64782,514,92.0647269,7.9352731,96.8908125,3.1091875,99.2128155,0.7871845
981,Provincia,Tarija,Cercado,,Rural,3991,1687,2304,7100,5388,1712,7413,6598,815,42.2701077,57.7298923,75.8873239,24.1126761,89.0058006,10.9941994
982,Municipio/TIOC,Tarija,Cercado,Tarija,Tarija,36126,31272,4854,54926,51727,3199,72709,71380,1329,86.5636937,13.4363063,94.1758002,5.8241998,98.1721658,1.8278342
983,Municipio/TIOC,Tarija,Cercado,Tarija,Urbana,32135,29585,2550,47826,46339,1487,65296,64782,514,92.0647269,7.9352731,96.8908125,3.1091875,99.2128155,0.7871845
984,Municipio/TIOC,Tarija,Cercado,Tarija,Rural,3991,1687,2304,7100,5388,1712,7413,6598,815,42.2701077,57.7298923,75.8873239,24.1126761,89.0058006,10.9941994
985,Provincia,Tarija,Arce,,Arce,11170,6148,5022,14102,12706,1396,16275,15377,898,55.0402865,44.9597135,90.1006949,9.8993051,94.4823349,5.5176651
986,Provincia,Tarija,Arce,,Urbana,6106,5216,890,7600,7427,173,9414,9335,79,85.4241729,14.5758271,97.7236842,2.2763158,99.1608243,0.8391757
987,Provincia,Tarija,Arce,,Rural,5064,932,4132,6502,5279,1223,6861,6042,819,18.4044234,81.5955766,81.190403,18.809597,88.0629646,11.9370354
988,Municipio/TIOC,Tarija,Arce,Padcaya,Padcaya,4171,769,3402,5090,4259,831,5649,4944,705,18.4368257,81.5631743,83.6738703,16.3261297,87.519915,12.480085
989,Municipio/TIOC,Tarija,Arce,Padcaya,Urbana,,,,,,,,,,,,,,,
990,Municipio/TIOC,Tarija,Arce,Padcaya,Rural,4171,769,3402,5090,4259,831,5649,4944,705,18.4368257,81.5631743,83.6738703,16.3261297,87.519915,12.480085
991,Municipio/TIOC,Tarija,Arce,Bermejo,Bermejo,6999,5379,1620,9012,8447,565,10626,10433,193,76.8538363,23.1461637,93.7305814,6.2694186,98.1837004,1.8162996
992,Municipio/TIOC,Tarija,Arce,Bermejo,Urbana,6106,5216,890,7600,7427,173,9414,9335,79,85.4241729,14.5758271,97.7236842,2.2763158,99.1608243,0.8391757
993,Municipio/TIOC,Tarija,Arce,Bermejo,Rural,893,163,730,1412,1020,392,1212,1098,114,18.2530795,81.7469205,72.2379603,27.7620397,90.5940594,9.4059406
994,Provincia,Tarija,Gran Chaco,,Gran Chaco,25110,17436,7674,36422,33270,3152,46032,44305,1727,69.4384707,30.5615293,91.3458898,8.6541102,96.2482621,3.7517379
995,Provincia,Tarija,Gran Chaco,,Urbana,17960,14895,3065,24528,23470,1058,32165,31759,406,82.9342984,17.0657016,95.6865623,4.3134377,98.7377584,1.2622416
996,Provincia,Tarija,Gran Chaco,,Rural,7150,2541,4609,11894,9800,2094,13867,12546,1321,35.5384615,64.4615385,82.3944846,17.6055154,90.4737867,9.5262133
997,Municipio/TIOC,Tarija,Gran Chaco,Yacuiba,Yacuiba,18250,13735,4515,22138,20749,1389,27308,26735,573,75.260274,24.739726,93.7257205,6.2742795,97.9017138,2.0982862
998,Municipio/TIOC,Tarija,Gran Chaco,Yacuiba,Urbana,14520,12107,2413,15658,15332,326,20574,20442,132,83.3815427,16.6184573,97.9179972,2.0820028,99.3584135,0.6415865
999,Municipio/TIOC,Tarija,Gran Chaco,Yacuiba,Rural,3730,1628,2102,6480,5417,1063,6734,6293,441,43.6461126,56.3538874,83.595679,16.404321,93.4511435,6.5488565
1000,Municipio/TIOC,Tarija,Gran Chaco,Caraparí,Caraparí,1799,490,1309,3995,3483,512,4684,4362,322,27.2373541,72.7626459,87.18398,12.81602,93.1255337,6.8744663
1001,Municipio/TIOC,Tarija,Gran Chaco,Caraparí,Urbana,,,,962,947,15,1260,1255,5,,,98.4407484,1.5592516,99.6031746,0.3968254
1002,Municipio/TIOC,Tarija,Gran Chaco,Caraparí,Rural,1799,490,1309,3033,2536,497,3424,3107,317,27.2373541,72.7626459,83.6135839,16.3864161,90.7418224,9.2581776
1003,Municipio/TIOC,Tarija,Gran Chaco,Villa Montes,Villa Montes,5061,3211,1850,10289,9038,1251,14040,13208,832,63.4459593,36.5540407,87.841384,12.158616,94.0740741,5.9259259
1004,Municipio/TIOC,Tarija,Gran Chaco,Villa Montes,Urbana,3440,2788,652,7908,7191,717,10331,10062,269,81.0465116,18.9534884,90.9332322,9.0667678,97.3961862,2.6038138
1005,Municipio/TIOC,Tarija,Gran Chaco,Villa Montes,Rural,1621,423,1198,2381,1847,534,3709,3146,563,26.0950031,73.9049969,77.5724486,22.4275514,84.8207064,15.1792936
1006,Provincia,Tarija,Avilez,,Avilez,4047,1394,2653,5646,4326,1320,6446,5903,543,34.4452681,65.5547319,76.6206164,23.3793836,91.5761713,8.4238287
1007,Provincia,Tarija,Avilez,,Urbana,,,,,,,703,695,8,,,,,98.8620199,1.1379801
1008,Provincia,Tarija,Avilez,,Rural,4047,1394,2653,5646,4326,1320,5743,5208,535,34.4452681,65.5547319,76.6206164,23.3793836,90.6843113,9.3156887
1009,Municipio/TIOC,Tarija,Avilez,Uriondo,Uriondo,2796,1359,1437,4162,3175,987,4916,4514,402,48.6051502,51.3948498,76.2854397,23.7145603,91.82262,8.17738
1010,Municipio/TIOC,Tarija,Avilez,Uriondo,Urbana,,,,,,,703,695,8,,,,,98.8620199,1.1379801
1011,Municipio/TIOC,Tarija,Avilez,Uriondo,Rural,2796,1359,1437,4162,3175,987,4213,3819,394,48.6051502,51.3948498,76.2854397,23.7145603,90.6479943,9.3520057
1012,Municipio/TIOC,Tarija,Avilez,Yunchará,Yunchará,1251,35,1216,1484,1151,333,1530,1389,141,2.7977618,97.2022382,77.5606469,22.4393531,90.7843137,9.2156863
1013,Municipio/TIOC,Tarija,Avilez,Yunchará,Urbana,,,,,,,,,,,,,,,
1014,Municipio/TIOC,Tarija,Avilez,Yunchará,Rural,1251,35,1216,1484,1151,333,1530,1389,141,2.7977618,97.2022382,77.5606469,22.4393531,90.7843137,9.2156863
1015,Provincia,Tarija,Méndez,,Méndez,6917,3380,3537,9737,7846,1891,12576,11302,1274,48.8651149,51.1348851,80.5792339,19.4207661,89.8695929,10.1304071
1016,Provincia,Tarija,Méndez,,Urbana,659,559,100,874,839,35,1762,1740,22,84.8254932,15.1745068,95.9954233,4.0045767,98.7514188,1.2485812
1017,Provincia,Tarija,Méndez,,Rural,6258,2821,3437,8863,7007,1856,10814,9562,1252,45.0782998,54.9217002,79.0590094,20.9409906,88.4224154,11.5775846
1018,Municipio/TIOC,Tarija,Méndez,San Lorenzo,San Lorenzo,4517,2288,2229,6484,5120,1364,9336,8253,1083,50.6530883,49.3469117,78.9636027,21.0363973,88.3997429,11.6002571
1019,Municipio/TIOC,Tarija,Méndez,San Lorenzo,Urbana,659,559,100,874,839,35,1762,1740,22,84.8254932,15.1745068,95.9954233,4.0045767,98.7514188,1.2485812
1020,Municipio/TIOC,Tarija,Méndez,San Lorenzo,Rural,3858,1729,2129,5610,4281,1329,7574,6513,1061,44.8159668,55.1840332,76.3101604,23.6898396,85.99155,14.00845
1021,Municipio/TIOC,Tarija,Méndez,El Puente,El Puente,2400,1092,1308,3253,2726,527,3240,3049,191,45.5,54.5,83.7995696,16.2004304,94.1049383,5.8950617
1022,Municipio/TIOC,Tarija,Méndez,El Puente,Urbana,,,,,,,,,,,,,,,
1023,Municipio/TIOC,Tarija,Méndez,El Puente,Rural,2400,1092,1308,3253,2726,527,3240,3049,191,45.5,54.5,83.7995696,16.2004304,94.1049383,5.8950617
1024,Provincia,Tarija,O'Connor,,O'Connor,3787,661,3126,5415,3679,1736,6216,5593,623,17.4544494,82.5455506,67.9409049,32.0590951,89.9774775,10.0225225
1025,Provincia,Tarija,O'Connor,,Urbana,569,462,107,1154,1122,32,1292,1287,5,81.1950791,18.8049209,97.2270364,2.7729636,99.6130031,0.3869969
1026,Provincia,Tarija,O'Connor,,Rural,3218,199,3019,4261,2557,1704,4924,4306,618,6.1839652,93.8160348,60.0093875,39.9906125,87.4492283,12.5507717
1027,Municipio/TIOC,Tarija,O'Connor,Entre Ríos,Entre Ríos,3787,661,3126,5415,3679,1736,6216,5593,623,17.4544494,82.5455506,67.9409049,32.0590951,89.9774775,10.0225225
