N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2001 | Total,NÚMERO DE VIVIENDAS | 2001 | Leña,"NÚMERO DE VIVIENDAS | 2001 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2001 | Kerosén,NÚMERO DE VIVIENDAS | 2001 | Gas,NÚMERO DE VIVIENDAS | 2001 | Electricidad,NÚMERO DE VIVIENDAS | 2001 | Otro,NÚMERO DE VIVIENDAS | 2001 | No utiliza,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Leña,"NÚMERO DE VIVIENDAS | 2012 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2012 | Energía solar,NÚMERO DE VIVIENDAS | 2012 | Gas domiciliario (por cañería),NÚMERO DE VIVIENDAS | 2012 | Gas en garrafa,NÚMERO DE VIVIENDAS | 2012 | Electricidad,NÚMERO DE VIVIENDAS | 2012 | Otro,NÚMERO DE VIVIENDAS | 2012 | No cocina,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Leña,"NÚMERO DE VIVIENDAS | 2024 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2024 | Energía solar,NÚMERO DE VIVIENDAS | 2024 | Gas domiciliario (por cañería),NÚMERO DE VIVIENDAS | 2024 | Gas en garrafa,NÚMERO DE VIVIENDAS | 2024 | Electricidad,NÚMERO DE VIVIENDAS | 2024 | Otro,NÚMERO DE VIVIENDAS | 2024 | No cocina,DISTRIBUCIÓN PORCENTUAL | 2001 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2001 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2001 | Kerosén,DISTRIBUCIÓN PORCENTUAL | 2001 | Gas,DISTRIBUCIÓN PORCENTUAL | 2001 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2001 | Otro,DISTRIBUCIÓN PORCENTUAL | 2001 | No utiliza,DISTRIBUCIÓN PORCENTUAL | 2012 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2012 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2012 | Energía solar,DISTRIBUCIÓN PORCENTUAL | 2012 | Gas domiciliario (por cañería),DISTRIBUCIÓN PORCENTUAL | 2012 | Gas en garrafa,DISTRIBUCIÓN PORCENTUAL | 2012 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2012 | Otro,DISTRIBUCIÓN PORCENTUAL | 2012 | No cocina,DISTRIBUCIÓN PORCENTUAL | 2024 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2024 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2024 | Energía solar,DISTRIBUCIÓN PORCENTUAL | 2024 | Gas domiciliario (por cañería),DISTRIBUCIÓN PORCENTUAL | 2024 | Gas en garrafa,DISTRIBUCIÓN PORCENTUAL | 2024 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2024 | Otro,DISTRIBUCIÓN PORCENTUAL | 2024 | No cocina
66,Municipio/TIOC,Chuquisaca,Hernando Siles,Monteagudo,Rural,3858,3548,6,0,280,0,5,19,3314,2755,4,1,15,506,3,1,29,3674,2402,7,0,195,1040,3,0,27,91.9647486,0.155521,0,7.2576464,0,0.1296008,0.4924832,83.1321666,0.1207001,0.030175,0.4526252,15.2685576,0.090525,0.030175,0.8750754,65.3783342,0.190528,0,5.3075667,28.3070223,0.0816549,0,0.7348938
67,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Huacareta,1949,1723,0,1,204,2,0,19,2079,1456,0,1,0,573,5,1,43,2301,1340,6,0,1,916,3,0,35,88.4043099,0,0.0513084,10.4669061,0.1026167,0,0.9748589,70.03367,0,0.0481,0,27.5613276,0.2405002,0.0481,2.0683021,58.2355498,0.2607562,0,0.0434594,39.8087788,0.1303781,0,1.5210778
68,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Municipio/TIOC,Chuquisaca,Hernando Siles,Huacareta,Rural,1949,1723,0,1,204,2,0,19,2079,1456,0,1,0,573,5,1,43,2301,1340,6,0,1,916,3,0,35,88.4043099,0,0.0513084,10.4669061,0.1026167,0,0.9748589,70.03367,0,0.0481,0,27.5613276,0.2405002,0.0481,2.0683021,58.2355498,0.2607562,0,0.0434594,39.8087788,0.1303781,0,1.5210778
70,Provincia,Chuquisaca,Yamparáez,,Yamparáez,6813,5882,7,5,905,1,2,11,7336,5033,4,0,161,2072,9,6,51,7348,3700,21,2,1077,2476,3,5,64,86.3349479,0.1027448,0.0733891,13.2834287,0.0146778,0.0293556,0.161456,68.6068702,0.0545256,0,2.1946565,28.2442748,0.1226827,0.0817884,0.6952017,50.3538378,0.2857921,0.0272183,14.6570495,33.6962439,0.0408274,0.0680457,0.8709853
71,Provincia,Chuquisaca,Yamparáez,,Urbana,658,200,0,1,451,0,1,5,781,92,1,0,124,555,0,1,8,913,51,0,0,364,486,0,0,12,30.3951368,0,0.1519757,68.5410334,0,0.1519757,0.7598784,11.7797695,0.128041,0,15.8770807,71.0627401,0,0.128041,1.0243278,5.5859803,0,0,39.8685652,53.2311062,0,0,1.3143483
72,Provincia,Chuquisaca,Yamparáez,,Rural,6155,5682,7,4,454,1,1,6,6555,4941,3,0,37,1517,9,5,43,6435,3649,21,2,713,1990,3,5,52,92.3151909,0.1137287,0.0649878,7.376117,0.016247,0.016247,0.0974817,75.3775744,0.0457666,0,0.5644546,23.1426392,0.1372998,0.0762777,0.6559878,56.7055167,0.3263403,0.03108,11.0800311,30.9246309,0.04662,0.0777001,0.8080808
73,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Tarabuco,4381,3739,3,3,625,0,2,9,4386,3063,4,0,139,1148,5,3,24,4279,2313,11,2,648,1281,2,1,21,85.3458115,0.0684775,0.0684775,14.2661493,0,0.0456517,0.2054325,69.8358413,0.0911993,0,3.1691746,26.1741906,0.1139991,0.0683995,0.5471956,54.0546857,0.2570694,0.0467399,15.1437252,29.9369011,0.0467399,0.0233699,0.4907689
74,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Urbana,658,200,0,1,451,0,1,5,781,92,1,0,124,555,0,1,8,913,51,0,0,364,486,0,0,12,30.3951368,0,0.1519757,68.5410334,0,0.1519757,0.7598784,11.7797695,0.128041,0,15.8770807,71.0627401,0,0.128041,1.0243278,5.5859803,0,0,39.8685652,53.2311062,0,0,1.3143483
75,Municipio/TIOC,Chuquisaca,Yamparáez,Tarabuco,Rural,3723,3539,3,2,174,0,1,4,3605,2971,3,0,15,593,5,2,16,3366,2262,11,2,284,795,2,1,9,95.0577491,0.0805802,0.0537201,4.6736503,0,0.0268601,0.1074402,82.4133148,0.0832178,0,0.4160888,16.4493759,0.1386963,0.0554785,0.443828,67.201426,0.3267974,0.0594177,8.4373143,23.6185383,0.0594177,0.0297089,0.2673797
76,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Yamparáez,2432,2143,4,2,280,1,0,2,2950,1970,0,0,22,924,4,3,27,3069,1387,10,0,429,1195,1,4,43,88.1167763,0.1644737,0.0822368,11.5131579,0.0411184,0,0.0822368,66.779661,0,0,0.7457627,31.3220339,0.1355932,0.1016949,0.9152542,45.1938742,0.325839,0,13.9784946,38.9377647,0.0325839,0.1303356,1.4011079
77,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Municipio/TIOC,Chuquisaca,Yamparáez,Yamparáez,Rural,2432,2143,4,2,280,1,0,2,2950,1970,0,0,22,924,4,3,27,3069,1387,10,0,429,1195,1,4,43,88.1167763,0.1644737,0.0822368,11.5131579,0.0411184,0,0.0822368,66.779661,0,0,0.7457627,31.3220339,0.1355932,0.1016949,0.9152542,45.1938742,0.325839,0,13.9784946,38.9377647,0.0325839,0.1303356,1.4011079
79,Provincia,Chuquisaca,Nor Cinti,,Nor Cinti,15451,12967,94,6,2291,4,8,81,18587,12522,46,18,414,5456,23,8,100,21769,11104,104,0,1001,9305,21,10,224,83.9233707,0.6083749,0.0388324,14.8275193,0.0258883,0.0517766,0.5242379,67.369667,0.2474848,0.0968419,2.2273632,29.3538495,0.1237424,0.0430408,0.5380104,51.0083146,0.4777436,0,4.598282,42.7442694,0.0964675,0.0459369,1.0289862
80,Provincia,Chuquisaca,Nor Cinti,,Urbana,1078,97,0,0,950,1,0,30,2069,76,0,1,386,1559,2,2,43,4332,194,2,0,948,3081,4,2,101,8.9981447,0,0,88.1261596,0.0927644,0,2.7829314,3.6732721,0,0.0483325,18.6563557,75.3504108,0.0966651,0.0966651,2.0782987,4.478301,0.0461681,0,21.8836565,71.1218837,0.0923361,0.0461681,2.3314866
81,Provincia,Chuquisaca,Nor Cinti,,Rural,14373,12870,94,6,1341,3,8,51,16518,12446,46,17,28,3897,21,6,57,17437,10910,102,0,53,6224,17,8,123,89.5428929,0.654004,0.0417449,9.3299937,0.0208725,0.0556599,0.354832,75.3481051,0.2784841,0.102918,0.169512,23.5924446,0.127134,0.036324,0.3450781,62.5681023,0.584963,0,0.3039514,35.6942135,0.0974938,0.0458795,0.7053966
82,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Camargo,3442,2310,1,2,1091,2,1,35,4325,2261,1,2,414,1582,12,3,50,5047,2031,3,0,952,1986,7,1,67,67.1121441,0.0290529,0.0581058,31.696688,0.0581058,0.0290529,1.0168507,52.2774566,0.0231214,0.0462428,9.5722543,36.5780347,0.2774566,0.0693642,1.1560694,40.2417278,0.0594413,0,18.8626907,39.350109,0.1386963,0.0198138,1.3275213
83,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Urbana,1078,97,0,0,950,1,0,30,1492,30,0,1,386,1031,0,2,42,1817,18,1,0,944,807,2,0,45,8.9981447,0,0,88.1261596,0.0927644,0,2.7829314,2.0107239,0,0.0670241,25.8713137,69.1018767,0,0.1340483,2.8150134,0.9906439,0.0550358,0,51.95377,44.413869,0.1100715,0,2.4766098
84,Municipio/TIOC,Chuquisaca,Nor Cinti,Camargo,Rural,2364,2213,1,2,141,1,1,5,2833,2231,1,1,28,551,12,1,8,3230,2013,2,0,8,1179,5,1,22,93.6125212,0.0423012,0.0846024,5.964467,0.0423012,0.0423012,0.2115059,78.7504412,0.0352983,0.0352983,0.9883516,19.449347,0.4235792,0.0352983,0.2823862,62.3219814,0.0619195,0,0.247678,36.501548,0.1547988,0.0309598,0.6811146
85,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,San Lucas,7313,6451,79,2,746,1,4,30,8008,5742,43,11,0,2167,6,4,35,8651,4695,62,0,24,3795,10,4,61,88.2127718,1.080268,0.0273486,10.2010119,0.0136743,0.0546971,0.4102284,71.7032967,0.536963,0.1373626,0,27.0604396,0.0749251,0.04995,0.4370629,54.2711825,0.7166802,0,0.2774246,43.867761,0.1155936,0.0462374,0.7051208
86,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,Urbana,,,,,,,,,,,,,,,,,,990,95,0,0,2,878,1,0,14,,,,,,,,,,,,,,,,9.5959596,0,0,0.2020202,88.6868687,0.1010101,0,1.4141414
87,Municipio/TIOC,Chuquisaca,Nor Cinti,San Lucas,Rural,7313,6451,79,2,746,1,4,30,8008,5742,43,11,0,2167,6,4,35,7661,4600,62,0,22,2917,9,4,47,88.2127718,1.080268,0.0273486,10.2010119,0.0136743,0.0546971,0.4102284,71.7032967,0.536963,0.1373626,0,27.0604396,0.0749251,0.04995,0.4370629,60.0443806,0.8092938,0,0.2871688,38.0759692,0.1174781,0.0522125,0.6134969
88,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Incahuasi,2065,1868,4,1,181,0,2,9,2779,2167,1,5,0,597,3,1,5,4071,2489,20,0,12,1489,2,3,56,90.4600484,0.1937046,0.0484262,8.7651332,0,0.0968523,0.4358354,77.9776898,0.0359842,0.1799208,0,21.4825477,0.1079525,0.0359842,0.1799208,61.1397691,0.4912798,0,0.2947679,36.5757799,0.049128,0.073692,1.3755834
89,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Urbana,,,,,,,,,,,,,,,,,,700,63,1,0,0,617,1,1,17,,,,,,,,,,,,,,,,9,0.1428571,0,0,88.1428571,0.1428571,0.1428571,2.4285714
90,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Rural,2065,1868,4,1,181,0,2,9,2779,2167,1,5,0,597,3,1,5,3371,2426,19,0,12,872,1,2,39,90.4600484,0.1937046,0.0484262,8.7651332,0,0.0968523,0.4358354,77.9776898,0.0359842,0.1799208,0,21.4825477,0.1079525,0.0359842,0.1799208,71.9667754,0.563631,0,0.3559775,25.867695,0.0296648,0.0593296,1.1569267
91,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Villa Charcas,2631,2338,10,1,273,1,1,7,3475,2352,1,0,0,1110,2,0,10,4000,1889,19,0,13,2035,2,2,40,88.86355,0.3800836,0.0380084,10.3762828,0.0380084,0.0380084,0.2660585,67.6834532,0.028777,0,0,31.942446,0.057554,0,0.2877698,47.225,0.475,0,0.325,50.875,0.05,0.05,1
92,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Urbana,,,,,,,,,577,46,0,0,0,528,2,0,1,825,18,0,0,2,779,0,1,25,,,,,,,,7.9722704,0,0,0,91.507799,0.3466205,0,0.1733102,2.1818182,0,0,0.2424242,94.4242424,0,0.1212121,3.030303
93,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Rural,2631,2338,10,1,273,1,1,7,2898,2306,1,0,0,582,0,0,9,3175,1871,19,0,11,1256,2,1,15,88.86355,0.3800836,0.0380084,10.3762828,0.0380084,0.0380084,0.2660585,79.5721187,0.0345066,0,0,20.0828157,0,0,0.310559,58.9291339,0.5984252,0,0.3464567,39.5590551,0.0629921,0.0314961,0.4724409
94,Provincia,Chuquisaca,Belisario Boeto,,Belisario Boeto,2860,2394,0,0,455,1,2,8,3196,2055,0,3,0,1116,2,0,20,3187,1685,10,1,16,1429,2,1,43,83.7062937,0,0,15.9090909,0.034965,0.0699301,0.2797203,64.2991239,0,0.0938673,0,34.9186483,0.0625782,0,0.6257822,52.8710386,0.3137747,0.0313775,0.5020395,44.838406,0.0627549,0.0313775,1.3492313
95,Provincia,Chuquisaca,Belisario Boeto,,Urbana,698,294,0,0,396,1,0,7,1035,96,0,1,0,921,2,0,15,1189,66,0,0,4,1082,2,0,35,42.1203438,0,0,56.7335244,0.1432665,0,1.0028653,9.2753623,0,0.0966184,0,88.9855072,0.1932367,0,1.4492754,5.5508831,0,0,0.3364172,91.000841,0.1682086,0,2.9436501
96,Provincia,Chuquisaca,Belisario Boeto,,Rural,2162,2100,0,0,59,0,2,1,2161,1959,0,2,0,195,0,0,5,1998,1619,10,1,12,347,0,1,8,97.1322849,0,0,2.7289547,0,0.0925069,0.0462535,90.6524757,0,0.0925497,0,9.0236002,0,0,0.2313744,81.031031,0.5005005,0.0500501,0.6006006,17.3673674,0,0.0500501,0.4004004
97,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Villa Serrano,2860,2394,0,0,455,1,2,8,3196,2055,0,3,0,1116,2,0,20,3187,1685,10,1,16,1429,2,1,43,83.7062937,0,0,15.9090909,0.034965,0.0699301,0.2797203,64.2991239,0,0.0938673,0,34.9186483,0.0625782,0,0.6257822,52.8710386,0.3137747,0.0313775,0.5020395,44.838406,0.0627549,0.0313775,1.3492313
98,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Urbana,698,294,0,0,396,1,0,7,1035,96,0,1,0,921,2,0,15,1189,66,0,0,4,1082,2,0,35,42.1203438,0,0,56.7335244,0.1432665,0,1.0028653,9.2753623,0,0.0966184,0,88.9855072,0.1932367,0,1.4492754,5.5508831,0,0,0.3364172,91.000841,0.1682086,0,2.9436501
99,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Rural,2162,2100,0,0,59,0,2,1,2161,1959,0,2,0,195,0,0,5,1998,1619,10,1,12,347,0,1,8,97.1322849,0,0,2.7289547,0,0.0925069,0.0462535,90.6524757,0,0.0925497,0,9.0236002,0,0,0.2313744,81.031031,0.5005005,0.0500501,0.6006006,17.3673674,0,0.0500501,0.4004004
100,Provincia,Chuquisaca,Sud Cinti,,Sud Cinti,5550,4708,3,7,799,1,1,31,6374,4347,0,2,93,1887,5,3,37,7311,3743,14,1,463,3028,5,2,55,84.8288288,0.0540541,0.1261261,14.3963964,0.018018,0.018018,0.5585586,68.1989332,0,0.0313775,1.4590524,29.6046439,0.0784437,0.0470662,0.5804832,51.1968267,0.1914923,0.013678,6.332923,41.4170428,0.0683901,0.027356,0.7522911
101,Provincia,Chuquisaca,Sud Cinti,,Urbana,505,91,1,1,405,1,0,6,736,45,0,0,0,680,0,1,10,1645,106,1,0,190,1320,3,0,25,18.019802,0.1980198,0.1980198,80.1980198,0.1980198,0,1.1881188,6.1141304,0,0,0,92.3913043,0,0.1358696,1.3586957,6.443769,0.0607903,0,11.550152,80.2431611,0.1823708,0,1.5197568
102,Provincia,Chuquisaca,Sud Cinti,,Rural,5045,4617,2,6,394,0,1,25,5638,4302,0,2,93,1207,5,2,27,5666,3637,13,1,273,1708,2,2,30,91.5163528,0.0396432,0.1189296,7.8097126,0,0.0198216,0.4955401,76.3036538,0,0.0354736,1.6495211,21.4083008,0.0886839,0.0354736,0.4788932,64.1899047,0.2294388,0.0176491,4.8182139,30.1447229,0.0352983,0.0352983,0.5294741
103,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Villa Abecia,755,640,0,0,110,0,0,5,965,683,0,0,92,178,0,2,10,1371,670,2,0,192,491,1,0,15,84.7682119,0,0,14.5695364,0,0,0.6622517,70.7772021,0,0,9.5336788,18.4455959,0,0.2072539,1.0362694,48.8694384,0.1458789,0,14.0043764,35.813275,0.0729395,0,1.0940919
104,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Urbana,,,,,,,,,,,,,,,,,,567,34,1,0,190,330,1,0,11,,,,,,,,,,,,,,,,5.9964727,0.1763668,0,33.5097002,58.2010582,0.1763668,0,1.9400353
105,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Rural,755,640,0,0,110,0,0,5,965,683,0,0,92,178,0,2,10,804,636,1,0,2,161,0,0,4,84.7682119,0,0,14.5695364,0,0,0.6622517,70.7772021,0,0,9.5336788,18.4455959,0,0.2072539,1.0362694,79.1044776,0.1243781,0,0.2487562,20.0248756,0,0,0.4975124
106,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Culpina,3923,3313,3,7,590,1,0,9,4347,2888,0,2,0,1435,1,1,20,4660,2384,10,1,12,2227,3,1,22,84.4506755,0.0764721,0.1784349,15.0395106,0.0254907,0,0.2294163,66.436623,0,0.0460087,0,33.0112721,0.0230044,0.0230044,0.4600874,51.1587983,0.2145923,0.0214592,0.2575107,47.7896996,0.0643777,0.0214592,0.472103
107,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Urbana,505,91,1,1,405,1,0,6,736,45,0,0,0,680,0,1,10,1078,72,0,0,0,990,2,0,14,18.019802,0.1980198,0.1980198,80.1980198,0.1980198,0,1.1881188,6.1141304,0,0,0,92.3913043,0,0.1358696,1.3586957,6.6790353,0,0,0,91.8367347,0.1855288,0,1.2987013
108,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Rural,3418,3222,2,6,185,0,0,3,3611,2843,0,2,0,755,1,0,10,3582,2312,10,1,12,1237,1,1,8,94.2656524,0.0585138,0.1755413,5.4125219,0,0,0.0877706,78.7316533,0,0.0553863,0,20.9083356,0.0276932,0,0.2769316,64.544947,0.2791736,0.0279174,0.3350084,34.53378,0.0279174,0.0279174,0.2233389
109,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Las Carreras,872,755,0,0,99,0,1,17,1062,776,0,0,1,274,4,0,7,1280,689,2,0,259,310,1,1,18,86.5825688,0,0,11.353211,0,0.1146789,1.9495413,73.0696798,0,0,0.094162,25.8003766,0.3766478,0,0.6591337,53.828125,0.15625,0,20.234375,24.21875,0.078125,0.078125,1.40625
110,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Rural,872,755,0,0,99,0,1,17,1062,776,0,0,1,274,4,0,7,1280,689,2,0,259,310,1,1,18,86.5825688,0,0,11.353211,0,0.1146789,1.9495413,73.0696798,0,0,0.094162,25.8003766,0.3766478,0,0.6591337,53.828125,0.15625,0,20.234375,24.21875,0.078125,0.078125,1.40625
112,Provincia,Chuquisaca,Luis Calvo,,Luis Calvo,4170,3544,3,6,572,2,1,42,4886,3103,9,1,270,1352,8,6,137,6242,3217,18,0,733,2129,11,1,133,84.9880096,0.0719424,0.1438849,13.7170264,0.0479616,0.0239808,1.0071942,63.507982,0.1841998,0.0204666,5.5259926,27.6708964,0.1637331,0.1227998,2.8039296,51.5379686,0.2883691,0,11.7430311,34.1076578,0.1762256,0.0160205,2.1307273
113,Provincia,Chuquisaca,Luis Calvo,,Urbana,553,171,0,0,360,1,0,21,932,43,0,0,261,542,2,0,84,1162,22,0,0,442,631,4,0,63,30.9222423,0,0,65.0994575,0.1808318,0,3.7974684,4.6137339,0,0,28.0042918,58.1545064,0.2145923,0,9.0128755,1.8932874,0,0,38.0378657,54.302926,0.3442341,0,5.4216867
114,Provincia,Chuquisaca,Luis Calvo,,Rural,3617,3373,3,6,212,1,1,21,3954,3060,9,1,9,810,6,6,53,5080,3195,18,0,291,1498,7,1,70,93.254078,0.0829417,0.1658833,5.8612109,0.0276472,0.0276472,0.5805917,77.3899848,0.2276176,0.0252908,0.2276176,20.4855842,0.1517451,0.1517451,1.3404148,62.8937008,0.3543307,0,5.7283465,29.488189,0.1377953,0.019685,1.3779528
115,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Villa Vaca Guzmán,2199,1785,1,0,387,1,0,25,2532,1430,7,1,270,717,6,2,99,3136,1559,13,0,445,1028,10,0,81,81.1732606,0.0454752,0,17.5989086,0.0454752,0,1.1368804,56.4770932,0.2764613,0.0394945,10.6635071,28.3175355,0.2369668,0.0789889,3.9099526,49.7130102,0.4145408,0,14.190051,32.7806122,0.3188776,0,2.5829082
116,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Urbana,553,171,0,0,360,1,0,21,932,43,0,0,261,542,2,0,84,1162,22,0,0,442,631,4,0,63,30.9222423,0,0,65.0994575,0.1808318,0,3.7974684,4.6137339,0,0,28.0042918,58.1545064,0.2145923,0,9.0128755,1.8932874,0,0,38.0378657,54.302926,0.3442341,0,5.4216867
117,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Rural,1646,1614,1,0,27,0,0,4,1600,1387,7,1,9,175,4,2,15,1974,1537,13,0,3,397,6,0,18,98.0558931,0.0607533,0,1.6403402,0,0,0.2430134,86.6875,0.4375,0.0625,0.5625,10.9375,0.25,0.125,0.9375,77.8622087,0.6585613,0,0.1519757,20.1114488,0.3039514,0,0.9118541
118,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Huacaya (Autonomía Guaraní Chaqueño de Huacaya),468,463,0,0,3,1,0,1,603,518,0,0,0,75,1,0,9,818,533,4,0,3,269,0,1,8,98.9316239,0,0,0.6410256,0.2136752,0,0.2136752,85.9038143,0,0,0,12.4378109,0.1658375,0,1.4925373,65.1589242,0.4889976,0,0.3667482,32.8850856,0,0.1222494,0.9779951
119,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Rural,468,463,0,0,3,1,0,1,603,518,0,0,0,75,1,0,9,818,533,4,0,3,269,0,1,8,98.9316239,0,0,0.6410256,0.2136752,0,0.2136752,85.9038143,0,0,0,12.4378109,0.1658375,0,1.4925373,65.1589242,0.4889976,0,0.3667482,32.8850856,0,0.1222494,0.9779951
121,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Macharetí,1503,1296,2,6,182,0,1,16,1751,1155,2,0,0,560,1,4,29,2288,1125,1,0,285,832,1,0,44,86.2275449,0.1330672,0.3992016,12.1091151,0,0.0665336,1.0645376,65.9623073,0.1142204,0,0,31.9817247,0.0571102,0.2284409,1.6561965,49.1695804,0.0437063,0,12.4562937,36.3636364,0.0437063,0,1.9230769
122,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Rural,1503,1296,2,6,182,0,1,16,1751,1155,2,0,0,560,1,4,29,2288,1125,1,0,285,832,1,0,44,86.2275449,0.1330672,0.3992016,12.1091151,0,0.0665336,1.0645376,65.9623073,0.1142204,0,0,31.9817247,0.0571102,0.2284409,1.6561965,49.1695804,0.0437063,0,12.4562937,36.3636364,0.0437063,0,1.9230769
124,Departamento,La Paz,,,La Paz,629916,152406,63540,15229,376525,14145,561,7510,852573,171456,41522,140,136696,477868,10639,1923,12329,1069838,166875,18126,196,309488,551353,6174,1302,16324,24.1946545,10.0870592,2.4176239,59.7738429,2.2455375,0.0890595,1.1922225,20.1104187,4.8701988,0.0164209,16.0333485,56.0500978,1.2478697,0.2255525,1.4460932,15.598156,1.6942752,0.0183205,28.928492,51.5361204,0.5770967,0.1217007,1.5258385
125,Departamento,La Paz,,,Urbana,398884,12650,2015,12920,350919,13747,430,6203,543729,8048,703,31,136625,377747,9821,1330,9424,664447,7388,344,73,307754,332907,5626,668,9687,3.1713481,0.5051594,3.2390369,87.9752008,3.4463654,0.1078008,1.5550887,1.4801491,0.1292923,0.0057014,25.1274072,69.4733958,1.8062307,0.2446071,1.7332164,1.1119021,0.0517724,0.0109866,46.3173135,50.1028675,0.8467192,0.1005347,1.4579041
126,Departamento,La Paz,,,Rural,231032,139756,61525,2309,25606,398,131,1307,308844,163408,40819,109,71,100121,818,593,2905,405391,159487,17782,123,1734,218446,548,634,6637,60.492053,26.6305101,0.9994287,11.0833131,0.1722705,0.0567021,0.5657225,52.9095595,13.2167049,0.0352929,0.022989,32.4179845,0.2648586,0.1920063,0.9406043,39.3415246,4.3863825,0.0303411,0.4277352,53.8852614,0.1351781,0.1563922,1.6371848
127,Provincia,La Paz,Murillo,,Murillo,381034,13357,2198,12238,333432,13773,360,5676,500086,9856,463,33,132566,338142,9850,1165,8011,579560,8244,253,58,289411,269119,5585,433,6457,3.5054615,0.5768514,3.2117869,87.5071516,3.6146381,0.0944798,1.4896308,1.970861,0.0925841,0.0065989,26.5086405,67.6167699,1.9696612,0.2329599,1.6019245,1.4224584,0.0436538,0.0100076,49.936331,46.4350542,0.9636621,0.0747119,1.1141211
