N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | Total,"NÚMERO DE VIVIENDAS | Hotel, hostal, residencial, alojamiento",NÚMERO DE VIVIENDAS | Hospital o clínica con internación,NÚMERO DE VIVIENDAS | Cuartel o establecimiento militar o policial,NÚMERO DE VIVIENDAS | Residencia u otro de adultos mayores,NÚMERO DE VIVIENDAS | Albergue de niñas(os) y adolescentes,NÚMERO DE VIVIENDAS | Recinto penitenciario o de reintegración,NÚMERO DE VIVIENDAS | Campamento de trabajo,"NÚMERO DE VIVIENDAS | Otra 
(Instituto de rehabilitación, convento)","DISTRIBUCIÓN PORCENTUAL | Hotel, hostal, residencial, alojamiento",DISTRIBUCIÓN PORCENTUAL | Hospital o clínica con internación,DISTRIBUCIÓN PORCENTUAL | Cuartel o establecimiento militar o policial,DISTRIBUCIÓN PORCENTUAL | Residencia u otro de adultos mayores,DISTRIBUCIÓN PORCENTUAL | Albergue de niñas(os) y adolescentes,DISTRIBUCIÓN PORCENTUAL | Recinto penitenciario o de reintegración,DISTRIBUCIÓN PORCENTUAL | Campamento de trabajo,"DISTRIBUCIÓN PORCENTUAL | Otra 
(Instituto de rehabilitación, convento)"
164,Municipio/TIOC,La Paz,Omasuyos,Chua Cocani,Urbana,,,,,,,,,,,,,,,,,
165,Municipio/TIOC,La Paz,Omasuyos,Chua Cocani,Rural,15,1,0,4,0,0,0,7,3,6.6666667,0,26.6666667,0,0,0,46.6666667,20
166,Provincia,La Paz,Pacajes,,Pacajes,132,17,13,17,2,2,0,39,42,12.8787879,9.8484848,12.8787879,1.5151515,1.5151515,0,29.5454545,31.8181818
167,Provincia,La Paz,Pacajes,,Urbana,49,7,2,6,2,0,0,19,13,14.2857143,4.0816327,12.244898,4.0816327,0,0,38.7755102,26.5306122
168,Provincia,La Paz,Pacajes,,Rural,83,10,11,11,0,2,0,20,29,12.0481928,13.253012,13.253012,0,2.4096386,0,24.0963855,34.939759
169,Municipio/TIOC,La Paz,Pacajes,Corocoro,Corocoro,41,2,5,6,0,0,0,12,16,4.8780488,12.195122,14.6341463,0,0,0,29.2682927,39.0243902
170,Municipio/TIOC,La Paz,Pacajes,Corocoro,Urbana,26,0,1,6,0,0,0,11,8,0,3.8461538,23.0769231,0,0,0,42.3076923,30.7692308
171,Municipio/TIOC,La Paz,Pacajes,Corocoro,Rural,15,2,4,0,0,0,0,1,8,13.3333333,26.6666667,0,0,0,0,6.6666667,53.3333333
172,Municipio/TIOC,La Paz,Pacajes,Caquiaviri,Caquiaviri,23,4,2,2,0,1,0,1,13,17.3913043,8.6956522,8.6956522,0,4.3478261,0,4.3478261,56.5217391
173,Municipio/TIOC,La Paz,Pacajes,Caquiaviri,Urbana,,,,,,,,,,,,,,,,,
174,Municipio/TIOC,La Paz,Pacajes,Caquiaviri,Rural,23,4,2,2,0,1,0,1,13,17.3913043,8.6956522,8.6956522,0,4.3478261,0,4.3478261,56.5217391
175,Municipio/TIOC,La Paz,Pacajes,Calacoto,Calacoto,2,0,1,0,0,0,0,0,1,0,50,0,0,0,0,0,50
176,Municipio/TIOC,La Paz,Pacajes,Calacoto,Urbana,,,,,,,,,,,,,,,,,
177,Municipio/TIOC,La Paz,Pacajes,Calacoto,Rural,2,0,1,0,0,0,0,0,1,0,50,0,0,0,0,0,50
178,Municipio/TIOC,La Paz,Pacajes,Comanche,Comanche,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0
179,Municipio/TIOC,La Paz,Pacajes,Comanche,Urbana,,,,,,,,,,,,,,,,,
180,Municipio/TIOC,La Paz,Pacajes,Comanche,Rural,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0
181,Municipio/TIOC,La Paz,Pacajes,Charaña,Charaña,14,4,1,8,0,0,0,0,1,28.5714286,7.1428571,57.1428571,0,0,0,0,7.1428571
182,Municipio/TIOC,La Paz,Pacajes,Charaña,Urbana,,,,,,,,,,,,,,,,,
183,Municipio/TIOC,La Paz,Pacajes,Charaña,Rural,14,4,1,8,0,0,0,0,1,28.5714286,7.1428571,57.1428571,0,0,0,0,7.1428571
184,Municipio/TIOC,La Paz,Pacajes,Waldo Ballivián,Waldo Ballivián,42,7,1,0,2,0,0,25,7,16.6666667,2.3809524,0,4.7619048,0,0,59.5238095,16.6666667
185,Municipio/TIOC,La Paz,Pacajes,Waldo Ballivián,Urbana,23,7,1,0,2,0,0,8,5,30.4347826,4.3478261,0,8.6956522,0,0,34.7826087,21.7391304
186,Municipio/TIOC,La Paz,Pacajes,Waldo Ballivián,Rural,19,0,0,0,0,0,0,17,2,0,0,0,0,0,0,89.4736842,10.5263158
187,Municipio/TIOC,La Paz,Pacajes,Nazacara de Pacajes,Nazacara de Pacajes,1,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0
188,Municipio/TIOC,La Paz,Pacajes,Nazacara de Pacajes,Urbana,,,,,,,,,,,,,,,,,
189,Municipio/TIOC,La Paz,Pacajes,Nazacara de Pacajes,Rural,1,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0
190,Municipio/TIOC,La Paz,Pacajes,Santiago de Callapa,Santiago de Callapa,8,0,3,0,0,1,0,0,4,0,37.5,0,0,12.5,0,0,50
191,Municipio/TIOC,La Paz,Pacajes,Santiago de Callapa,Urbana,,,,,,,,,,,,,,,,,
192,Municipio/TIOC,La Paz,Pacajes,Santiago de Callapa,Rural,8,0,3,0,0,1,0,0,4,0,37.5,0,0,12.5,0,0,50
193,Provincia,La Paz,Camacho,,Camacho,46,11,5,6,0,0,0,8,16,23.9130435,10.8695652,13.0434783,0,0,0,17.3913043,34.7826087
194,Provincia,La Paz,Camacho,,Urbana,,,,,,,,,,,,,,,,,
195,Provincia,La Paz,Camacho,,Rural,46,11,5,6,0,0,0,8,16,23.9130435,10.8695652,13.0434783,0,0,0,17.3913043,34.7826087
196,Municipio/TIOC,La Paz,Camacho,Puerto Acosta,Puerto Acosta,8,1,0,1,0,0,0,0,6,12.5,0,12.5,0,0,0,0,75
197,Municipio/TIOC,La Paz,Camacho,Puerto Acosta,Urbana,,,,,,,,,,,,,,,,,
198,Municipio/TIOC,La Paz,Camacho,Puerto Acosta,Rural,8,1,0,1,0,0,0,0,6,12.5,0,12.5,0,0,0,0,75
199,Municipio/TIOC,La Paz,Camacho,Mocomoco,Mocomoco,13,2,1,1,0,0,0,5,4,15.3846154,7.6923077,7.6923077,0,0,0,38.4615385,30.7692308
200,Municipio/TIOC,La Paz,Camacho,Mocomoco,Urbana,,,,,,,,,,,,,,,,,
201,Municipio/TIOC,La Paz,Camacho,Mocomoco,Rural,13,2,1,1,0,0,0,5,4,15.3846154,7.6923077,7.6923077,0,0,0,38.4615385,30.7692308
202,Municipio/TIOC,La Paz,Camacho,Puerto Mayor de Carabuco,Puerto Mayor de Carabuco,19,7,2,3,0,0,0,3,4,36.8421053,10.5263158,15.7894737,0,0,0,15.7894737,21.0526316
203,Municipio/TIOC,La Paz,Camacho,Puerto Mayor de Carabuco,Urbana,,,,,,,,,,,,,,,,,
204,Municipio/TIOC,La Paz,Camacho,Puerto Mayor de Carabuco,Rural,19,7,2,3,0,0,0,3,4,36.8421053,10.5263158,15.7894737,0,0,0,15.7894737,21.0526316
205,Municipio/TIOC,La Paz,Camacho,Humanata,Humanata,2,0,1,0,0,0,0,0,1,0,50,0,0,0,0,0,50
206,Municipio/TIOC,La Paz,Camacho,Humanata,Urbana,,,,,,,,,,,,,,,,,
207,Municipio/TIOC,La Paz,Camacho,Humanata,Rural,2,0,1,0,0,0,0,0,1,0,50,0,0,0,0,0,50
208,Municipio/TIOC,La Paz,Camacho,Escoma,Escoma,4,1,1,1,0,0,0,0,1,25,25,25,0,0,0,0,25
209,Municipio/TIOC,La Paz,Camacho,Escoma,Urbana,,,,,,,,,,,,,,,,,
210,Municipio/TIOC,La Paz,Camacho,Escoma,Rural,4,1,1,1,0,0,0,0,1,25,25,25,0,0,0,0,25
211,Provincia,La Paz,Muñecas,,Muñecas,79,3,5,0,0,0,0,56,15,3.7974684,6.3291139,0,0,0,0,70.8860759,18.9873418
212,Provincia,La Paz,Muñecas,,Urbana,,,,,,,,,,,,,,,,,
213,Provincia,La Paz,Muñecas,,Rural,79,3,5,0,0,0,0,56,15,3.7974684,6.3291139,0,0,0,0,70.8860759,18.9873418
214,Municipio/TIOC,La Paz,Muñecas,Chuma,Chuma,9,0,2,0,0,0,0,0,7,0,22.2222222,0,0,0,0,0,77.7777778
215,Municipio/TIOC,La Paz,Muñecas,Chuma,Urbana,,,,,,,,,,,,,,,,,
216,Municipio/TIOC,La Paz,Muñecas,Chuma,Rural,9,0,2,0,0,0,0,0,7,0,22.2222222,0,0,0,0,0,77.7777778
217,Municipio/TIOC,La Paz,Muñecas,Ayata,Ayata,6,0,1,0,0,0,0,1,4,0,16.6666667,0,0,0,0,16.6666667,66.6666667
218,Municipio/TIOC,La Paz,Muñecas,Ayata,Urbana,,,,,,,,,,,,,,,,,
219,Municipio/TIOC,La Paz,Muñecas,Ayata,Rural,6,0,1,0,0,0,0,1,4,0,16.6666667,0,0,0,0,16.6666667,66.6666667
220,Municipio/TIOC,La Paz,Muñecas,Aucapata,Aucapata,64,3,2,0,0,0,0,55,4,4.6875,3.125,0,0,0,0,85.9375,6.25
221,Municipio/TIOC,La Paz,Muñecas,Aucapata,Urbana,,,,,,,,,,,,,,,,,
222,Municipio/TIOC,La Paz,Muñecas,Aucapata,Rural,64,3,2,0,0,0,0,55,4,4.6875,3.125,0,0,0,0,85.9375,6.25
223,Provincia,La Paz,Larecaja,,Larecaja,584,123,16,8,2,0,0,366,69,21.0616438,2.739726,1.369863,0.3424658,0,0,62.6712329,11.8150685
224,Provincia,La Paz,Larecaja,,Urbana,155,85,3,8,2,0,0,26,31,54.8387097,1.9354839,5.1612903,1.2903226,0,0,16.7741935,20
225,Provincia,La Paz,Larecaja,,Rural,429,38,13,0,0,0,0,340,38,8.8578089,3.030303,0,0,0,0,79.2540793,8.8578089
226,Municipio/TIOC,La Paz,Larecaja,Sorata,Sorata,52,9,3,1,0,0,0,33,6,17.3076923,5.7692308,1.9230769,0,0,0,63.4615385,11.5384615
227,Municipio/TIOC,La Paz,Larecaja,Sorata,Urbana,12,8,0,1,0,0,0,1,2,66.6666667,0,8.3333333,0,0,0,8.3333333,16.6666667
228,Municipio/TIOC,La Paz,Larecaja,Sorata,Rural,40,1,3,0,0,0,0,32,4,2.5,7.5,0,0,0,0,80,10
229,Municipio/TIOC,La Paz,Larecaja,Guanay,Guanay,74,28,1,2,0,0,0,34,9,37.8378378,1.3513514,2.7027027,0,0,0,45.9459459,12.1621622
230,Municipio/TIOC,La Paz,Larecaja,Guanay,Urbana,31,23,1,2,0,0,0,0,5,74.1935484,3.2258065,6.4516129,0,0,0,0,16.1290323
231,Municipio/TIOC,La Paz,Larecaja,Guanay,Rural,43,5,0,0,0,0,0,34,4,11.627907,0,0,0,0,0,79.0697674,9.3023256
232,Municipio/TIOC,La Paz,Larecaja,Tacacoma,Tacacoma,45,2,4,0,0,0,0,33,6,4.4444444,8.8888889,0,0,0,0,73.3333333,13.3333333
233,Municipio/TIOC,La Paz,Larecaja,Tacacoma,Urbana,,,,,,,,,,,,,,,,,
234,Municipio/TIOC,La Paz,Larecaja,Tacacoma,Rural,45,2,4,0,0,0,0,33,6,4.4444444,8.8888889,0,0,0,0,73.3333333,13.3333333
235,Municipio/TIOC,La Paz,Larecaja,Quiabaya,Quiabaya,12,1,3,0,0,0,0,7,1,8.3333333,25,0,0,0,0,58.3333333,8.3333333
236,Municipio/TIOC,La Paz,Larecaja,Quiabaya,Urbana,,,,,,,,,,,,,,,,,
237,Municipio/TIOC,La Paz,Larecaja,Quiabaya,Rural,12,1,3,0,0,0,0,7,1,8.3333333,25,0,0,0,0,58.3333333,8.3333333
238,Municipio/TIOC,La Paz,Larecaja,Combaya,Combaya,4,1,1,0,0,0,0,0,2,25,25,0,0,0,0,0,50
239,Municipio/TIOC,La Paz,Larecaja,Combaya,Urbana,,,,,,,,,,,,,,,,,
240,Municipio/TIOC,La Paz,Larecaja,Combaya,Rural,4,1,1,0,0,0,0,0,2,25,25,0,0,0,0,0,50
241,Municipio/TIOC,La Paz,Larecaja,Tipuani,Tipuani,61,26,2,0,0,0,0,8,25,42.6229508,3.2786885,0,0,0,0,13.1147541,40.9836066
242,Municipio/TIOC,La Paz,Larecaja,Tipuani,Urbana,43,16,0,0,0,0,0,4,23,37.2093023,0,0,0,0,0,9.3023256,53.4883721
243,Municipio/TIOC,La Paz,Larecaja,Tipuani,Rural,18,10,2,0,0,0,0,4,2,55.5555556,11.1111111,0,0,0,0,22.2222222,11.1111111
244,Municipio/TIOC,La Paz,Larecaja,Mapiri,Mapiri,243,48,2,5,2,0,0,173,13,19.7530864,0.8230453,2.0576132,0.8230453,0,0,71.1934156,5.3497942
245,Municipio/TIOC,La Paz,Larecaja,Mapiri,Urbana,50,31,2,5,2,0,0,10,0,62,4,10,4,0,0,20,0
246,Municipio/TIOC,La Paz,Larecaja,Mapiri,Rural,193,17,0,0,0,0,0,163,13,8.8082902,0,0,0,0,0,84.4559585,6.7357513
247,Municipio/TIOC,La Paz,Larecaja,Teoponte,Teoponte,93,8,0,0,0,0,0,78,7,8.6021505,0,0,0,0,0,83.8709677,7.5268817
248,Municipio/TIOC,La Paz,Larecaja,Teoponte,Urbana,19,7,0,0,0,0,0,11,1,36.8421053,0,0,0,0,0,57.8947368,5.2631579
249,Municipio/TIOC,La Paz,Larecaja,Teoponte,Rural,74,1,0,0,0,0,0,67,6,1.3513514,0,0,0,0,0,90.5405405,8.1081081
250,Provincia,La Paz,Franz Tamayo,,Franz Tamayo,131,17,6,20,0,2,0,72,14,12.9770992,4.5801527,15.2671756,0,1.5267176,0,54.9618321,10.6870229
251,Provincia,La Paz,Franz Tamayo,,Urbana,28,11,1,12,0,0,0,1,3,39.2857143,3.5714286,42.8571429,0,0,0,3.5714286,10.7142857
252,Provincia,La Paz,Franz Tamayo,,Rural,103,6,5,8,0,2,0,71,11,5.8252427,4.8543689,7.7669903,0,1.9417476,0,68.9320388,10.6796117
253,Municipio/TIOC,La Paz,Franz Tamayo,Apolo,Apolo,48,11,4,15,0,1,0,13,4,22.9166667,8.3333333,31.25,0,2.0833333,0,27.0833333,8.3333333
254,Municipio/TIOC,La Paz,Franz Tamayo,Apolo,Urbana,28,11,1,12,0,0,0,1,3,39.2857143,3.5714286,42.8571429,0,0,0,3.5714286,10.7142857
255,Municipio/TIOC,La Paz,Franz Tamayo,Apolo,Rural,20,0,3,3,0,1,0,12,1,0,15,15,0,5,0,60,5
256,Municipio/TIOC,La Paz,Franz Tamayo,Pelechuco,Pelechuco,83,6,2,5,0,1,0,59,10,7.2289157,2.4096386,6.0240964,0,1.2048193,0,71.0843373,12.0481928
257,Municipio/TIOC,La Paz,Franz Tamayo,Pelechuco,Urbana,,,,,,,,,,,,,,,,,
258,Municipio/TIOC,La Paz,Franz Tamayo,Pelechuco,Rural,83,6,2,5,0,1,0,59,10,7.2289157,2.4096386,6.0240964,0,1.2048193,0,71.0843373,12.0481928
259,Provincia,La Paz,Ingavi,,Ingavi,155,33,14,28,1,0,2,40,37,21.2903226,9.0322581,18.0645161,0.6451613,0,1.2903226,25.8064516,23.8709677
260,Provincia,La Paz,Ingavi,,Urbana,85,27,4,14,0,0,1,22,17,31.7647059,4.7058824,16.4705882,0,0,1.1764706,25.8823529,20
261,Provincia,La Paz,Ingavi,,Rural,70,6,10,14,1,0,1,18,20,8.5714286,14.2857143,20,1.4285714,0,1.4285714,25.7142857,28.5714286
262,Municipio/TIOC,La Paz,Ingavi,Viacha,Viacha,88,18,5,11,1,0,2,32,19,20.4545455,5.6818182,12.5,1.1363636,0,2.2727273,36.3636364,21.5909091
263,Municipio/TIOC,La Paz,Ingavi,Viacha,Urbana,66,15,4,11,0,0,1,21,14,22.7272727,6.0606061,16.6666667,0,0,1.5151515,31.8181818,21.2121212
264,Municipio/TIOC,La Paz,Ingavi,Viacha,Rural,22,3,1,0,1,0,1,11,5,13.6363636,4.5454545,0,4.5454545,0,4.5454545,50,22.7272727
265,Municipio/TIOC,La Paz,Ingavi,Puerto Mayor de Guaqui,Puerto Mayor de Guaqui,15,2,1,6,0,0,0,4,2,13.3333333,6.6666667,40,0,0,0,26.6666667,13.3333333
266,Municipio/TIOC,La Paz,Ingavi,Puerto Mayor de Guaqui,Urbana,,,,,,,,,,,,,,,,,
267,Municipio/TIOC,La Paz,Ingavi,Puerto Mayor de Guaqui,Rural,15,2,1,6,0,0,0,4,2,13.3333333,6.6666667,40,0,0,0,26.6666667,13.3333333
268,Municipio/TIOC,La Paz,Ingavi,Tiahuanacu,Tiahuanacu,4,0,2,0,0,0,0,0,2,0,50,0,0,0,0,0,50
269,Municipio/TIOC,La Paz,Ingavi,Tiahuanacu,Urbana,,,,,,,,,,,,,,,,,
270,Municipio/TIOC,La Paz,Ingavi,Tiahuanacu,Rural,4,0,2,0,0,0,0,0,2,0,50,0,0,0,0,0,50
271,Municipio/TIOC,La Paz,Ingavi,Desaguadero,Desaguadero,22,12,0,4,0,0,0,1,5,54.5454545,0,18.1818182,0,0,0,4.5454545,22.7272727
272,Municipio/TIOC,La Paz,Ingavi,Desaguadero,Urbana,19,12,0,3,0,0,0,1,3,63.1578947,0,15.7894737,0,0,0,5.2631579,15.7894737
273,Municipio/TIOC,La Paz,Ingavi,Desaguadero,Rural,3,0,0,1,0,0,0,0,2,0,0,33.3333333,0,0,0,0,66.6666667
274,Municipio/TIOC,La Paz,Ingavi,La (Marka) San Andrés de Machaca,La (Marka) San Andrés de Machaca,11,1,1,4,0,0,0,2,3,9.0909091,9.0909091,36.3636364,0,0,0,18.1818182,27.2727273
275,Municipio/TIOC,La Paz,Ingavi,La (Marka) San Andrés de Machaca,Urbana,,,,,,,,,,,,,,,,,
276,Municipio/TIOC,La Paz,Ingavi,La (Marka) San Andrés de Machaca,Rural,11,1,1,4,0,0,0,2,3,9.0909091,9.0909091,36.3636364,0,0,0,18.1818182,27.2727273
277,Municipio/TIOC,La Paz,Ingavi,Jesús de Machaka,Jesús de Machaka,15,0,5,3,0,0,0,1,6,0,33.3333333,20,0,0,0,6.6666667,40
278,Municipio/TIOC,La Paz,Ingavi,Jesús de Machaka,Urbana,,,,,,,,,,,,,,,,,
279,Municipio/TIOC,La Paz,Ingavi,Jesús de Machaka,Rural,15,0,5,3,0,0,0,1,6,0,33.3333333,20,0,0,0,6.6666667,40
280,Municipio/TIOC,La Paz,Ingavi,Taraco,Taraco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Municipio/TIOC,La Paz,Ingavi,Taraco,Urbana,,,,,,,,,,,,,,,,,
282,Municipio/TIOC,La Paz,Ingavi,Taraco,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Provincia,La Paz,Loayza,,Loayza,49,11,7,1,1,0,0,10,19,22.4489796,14.2857143,2.0408163,2.0408163,0,0,20.4081633,38.7755102
284,Provincia,La Paz,Loayza,,Urbana,8,0,1,1,0,0,0,0,6,0,12.5,12.5,0,0,0,0,75
285,Provincia,La Paz,Loayza,,Rural,41,11,6,0,1,0,0,10,13,26.8292683,14.6341463,0,2.4390244,0,0,24.3902439,31.7073171
286,Municipio/TIOC,La Paz,Loayza,Luribay,Luribay,10,6,3,0,0,0,0,1,0,60,30,0,0,0,0,10,0
287,Municipio/TIOC,La Paz,Loayza,Luribay,Urbana,,,,,,,,,,,,,,,,,
288,Municipio/TIOC,La Paz,Loayza,Luribay,Rural,10,6,3,0,0,0,0,1,0,60,30,0,0,0,0,10,0
289,Municipio/TIOC,La Paz,Loayza,Sapahaqui,Sapahaqui,7,1,0,0,0,0,0,3,3,14.2857143,0,0,0,0,0,42.8571429,42.8571429
290,Municipio/TIOC,La Paz,Loayza,Sapahaqui,Urbana,,,,,,,,,,,,,,,,,
291,Municipio/TIOC,La Paz,Loayza,Sapahaqui,Rural,7,1,0,0,0,0,0,3,3,14.2857143,0,0,0,0,0,42.8571429,42.8571429
292,Municipio/TIOC,La Paz,Loayza,Yaco,Yaco,12,1,2,1,0,0,0,0,8,8.3333333,16.6666667,8.3333333,0,0,0,0,66.6666667
293,Municipio/TIOC,La Paz,Loayza,Yaco,Urbana,8,0,1,1,0,0,0,0,6,0,12.5,12.5,0,0,0,0,75
294,Municipio/TIOC,La Paz,Loayza,Yaco,Rural,4,1,1,0,0,0,0,0,2,25,25,0,0,0,0,0,50
295,Municipio/TIOC,La Paz,Loayza,Malla,Malla,7,0,2,0,0,0,0,2,3,0,28.5714286,0,0,0,0,28.5714286,42.8571429
296,Municipio/TIOC,La Paz,Loayza,Malla,Urbana,,,,,,,,,,,,,,,,,
297,Municipio/TIOC,La Paz,Loayza,Malla,Rural,7,0,2,0,0,0,0,2,3,0,28.5714286,0,0,0,0,28.5714286,42.8571429
298,Municipio/TIOC,La Paz,Loayza,Cairoma,Cairoma,13,3,0,0,1,0,0,4,5,23.0769231,0,0,7.6923077,0,0,30.7692308,38.4615385
299,Municipio/TIOC,La Paz,Loayza,Cairoma,Urbana,,,,,,,,,,,,,,,,,
300,Municipio/TIOC,La Paz,Loayza,Cairoma,Rural,13,3,0,0,1,0,0,4,5,23.0769231,0,0,7.6923077,0,0,30.7692308,38.4615385
301,Provincia,La Paz,Inquisivi,,Inquisivi,271,26,10,8,0,0,0,210,17,9.5940959,3.6900369,2.9520295,0,0,0,77.4907749,6.2730627
302,Provincia,La Paz,Inquisivi,,Urbana,31,5,4,6,0,0,0,9,7,16.1290323,12.9032258,19.3548387,0,0,0,29.0322581,22.5806452
303,Provincia,La Paz,Inquisivi,,Rural,240,21,6,2,0,0,0,201,10,8.75,2.5,0.8333333,0,0,0,83.75,4.1666667
304,Municipio/TIOC,La Paz,Inquisivi,Inquisivi,Inquisivi,6,0,2,1,0,0,0,2,1,0,33.3333333,16.6666667,0,0,0,33.3333333,16.6666667
305,Municipio/TIOC,La Paz,Inquisivi,Inquisivi,Urbana,,,,,,,,,,,,,,,,,
306,Municipio/TIOC,La Paz,Inquisivi,Inquisivi,Rural,6,0,2,1,0,0,0,2,1,0,33.3333333,16.6666667,0,0,0,33.3333333,16.6666667
307,Municipio/TIOC,La Paz,Inquisivi,Quime,Quime,195,11,1,0,0,0,0,181,2,5.6410256,0.5128205,0,0,0,0,92.8205128,1.025641
308,Municipio/TIOC,La Paz,Inquisivi,Quime,Urbana,5,2,0,0,0,0,0,2,1,40,0,0,0,0,0,40,20
309,Municipio/TIOC,La Paz,Inquisivi,Quime,Rural,190,9,1,0,0,0,0,179,1,4.7368421,0.5263158,0,0,0,0,94.2105263,0.5263158
310,Municipio/TIOC,La Paz,Inquisivi,Cajuata,Cajuata,30,11,2,1,0,0,0,13,3,36.6666667,6.6666667,3.3333333,0,0,0,43.3333333,10
311,Municipio/TIOC,La Paz,Inquisivi,Cajuata,Urbana,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100
312,Municipio/TIOC,La Paz,Inquisivi,Cajuata,Rural,29,11,2,1,0,0,0,13,2,37.9310345,6.8965517,3.4482759,0,0,0,44.8275862,6.8965517
313,Municipio/TIOC,La Paz,Inquisivi,Colquiri,Colquiri,27,1,2,6,0,0,0,12,6,3.7037037,7.4074074,22.2222222,0,0,0,44.4444444,22.2222222
314,Municipio/TIOC,La Paz,Inquisivi,Colquiri,Urbana,17,1,1,6,0,0,0,6,3,5.8823529,5.8823529,35.2941176,0,0,0,35.2941176,17.6470588
315,Municipio/TIOC,La Paz,Inquisivi,Colquiri,Rural,10,0,1,0,0,0,0,6,3,0,10,0,0,0,0,60,30
316,Municipio/TIOC,La Paz,Inquisivi,Ichoca,Ichoca,5,0,1,0,0,0,0,2,2,0,20,0,0,0,0,40,40
317,Municipio/TIOC,La Paz,Inquisivi,Ichoca,Urbana,2,0,1,0,0,0,0,1,0,0,50,0,0,0,0,50,0
318,Municipio/TIOC,La Paz,Inquisivi,Ichoca,Rural,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,33.3333333,66.6666667
319,Municipio/TIOC,La Paz,Inquisivi,Villa Libertad Licoma,Villa Libertad Licoma,8,3,2,0,0,0,0,0,3,37.5,25,0,0,0,0,0,37.5
320,Municipio/TIOC,La Paz,Inquisivi,Villa Libertad Licoma,Urbana,6,2,2,0,0,0,0,0,2,33.3333333,33.3333333,0,0,0,0,0,33.3333333
321,Municipio/TIOC,La Paz,Inquisivi,Villa Libertad Licoma,Rural,2,1,0,0,0,0,0,0,1,50,0,0,0,0,0,0,50
322,Provincia,La Paz,Sur Yungas,,Sur Yungas,213,54,14,6,0,13,0,78,48,25.3521127,6.57277,2.8169014,0,6.1032864,0,36.6197183,22.5352113
323,Provincia,La Paz,Sur Yungas,,Urbana,58,26,4,3,0,0,0,6,19,44.8275862,6.8965517,5.1724138,0,0,0,10.3448276,32.7586207
324,Provincia,La Paz,Sur Yungas,,Rural,155,28,10,3,0,13,0,72,29,18.0645161,6.4516129,1.9354839,0,8.3870968,0,46.4516129,18.7096774
325,Municipio/TIOC,La Paz,Sur Yungas,Chulumani,Chulumani,35,16,3,0,0,0,0,5,11,45.7142857,8.5714286,0,0,0,0,14.2857143,31.4285714
326,Municipio/TIOC,La Paz,Sur Yungas,Chulumani,Urbana,25,14,0,0,0,0,0,2,9,56,0,0,0,0,0,8,36
327,Municipio/TIOC,La Paz,Sur Yungas,Chulumani,Rural,10,2,3,0,0,0,0,3,2,20,30,0,0,0,0,30,20
328,Municipio/TIOC,La Paz,Sur Yungas,Irupana,Irupana,79,7,1,2,0,6,0,54,9,8.8607595,1.2658228,2.5316456,0,7.5949367,0,68.3544304,11.3924051
329,Municipio/TIOC,La Paz,Sur Yungas,Irupana,Urbana,8,3,1,2,0,0,0,1,1,37.5,12.5,25,0,0,0,12.5,12.5
330,Municipio/TIOC,La Paz,Sur Yungas,Irupana,Rural,71,4,0,0,0,6,0,53,8,5.6338028,0,0,0,8.4507042,0,74.6478873,11.2676056
331,Municipio/TIOC,La Paz,Sur Yungas,Yanacachi,Yanacachi,28,10,2,0,0,5,0,6,5,35.7142857,7.1428571,0,0,17.8571429,0,21.4285714,17.8571429
332,Municipio/TIOC,La Paz,Sur Yungas,Yanacachi,Urbana,,,,,,,,,,,,,,,,,
333,Municipio/TIOC,La Paz,Sur Yungas,Yanacachi,Rural,28,10,2,0,0,5,0,6,5,35.7142857,7.1428571,0,0,17.8571429,0,21.4285714,17.8571429
334,Municipio/TIOC,La Paz,Sur Yungas,Palos Blancos,Palos Blancos,26,8,3,4,0,2,0,4,5,30.7692308,11.5384615,15.3846154,0,7.6923077,0,15.3846154,19.2307692
335,Municipio/TIOC,La Paz,Sur Yungas,Palos Blancos,Urbana,8,3,1,1,0,0,0,1,2,37.5,12.5,12.5,0,0,0,12.5,25
336,Municipio/TIOC,La Paz,Sur Yungas,Palos Blancos,Rural,18,5,2,3,0,2,0,3,3,27.7777778,11.1111111,16.6666667,0,11.1111111,0,16.6666667,16.6666667
337,Municipio/TIOC,La Paz,Sur Yungas,La Asunta,La Asunta,45,13,5,0,0,0,0,9,18,28.8888889,11.1111111,0,0,0,0,20,40
338,Municipio/TIOC,La Paz,Sur Yungas,La Asunta,Urbana,17,6,2,0,0,0,0,2,7,35.2941176,11.7647059,0,0,0,0,11.7647059,41.1764706
339,Municipio/TIOC,La Paz,Sur Yungas,La Asunta,Rural,28,7,3,0,0,0,0,7,11,25,10.7142857,0,0,0,0,25,39.2857143
340,Provincia,La Paz,Los Andes,,Los Andes,57,1,13,2,2,0,0,11,28,1.754386,22.8070175,3.5087719,3.5087719,0,0,19.2982456,49.122807
